"Round2ScoringAverage_RANKTHISWEEK_2006","Round2ScoringAverage_RANKLASTWEEK_2006","Round2ScoringAverage_PLAYERNAME_2006","Round2ScoringAverage__2006","Round2ScoringAverage_AVG_2006","Round2ScoringAverage_TOTALSTROKES_2006","Round2ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Tiger Woods",NA,68.71,962,14,"Round2ScoringAverage",2006
2,2,"Luke Donald",NA,68.81,1101,16,"Round2ScoringAverage",2006
3,3,"Ernie Els",NA,69.44,1111,16,"Round2ScoringAverage",2006
4,4,"Steve Stricker",NA,69.5,1112,16,"Round2ScoringAverage",2006
5,5,"Jose Maria Olazabal",NA,69.56,1113,16,"Round2ScoringAverage",2006
6,6,"David Branshaw",NA,69.71,1952,28,"Round2ScoringAverage",2006
6,6,"Joe Durant",NA,69.71,1952,28,"Round2ScoringAverage",2006
8,8,"Arron Oberholser",NA,69.76,1465,21,"Round2ScoringAverage",2006
9,9,"Jim Furyk",NA,69.78,1605,23,"Round2ScoringAverage",2006
10,10,"Jason Bohn",NA,69.83,2025,29,"Round2ScoringAverage",2006
11,11,"Trevor Immelman",NA,69.88,1677,24,"Round2ScoringAverage",2006
12,12,"Daniel Chopra",NA,69.94,2238,32,"Round2ScoringAverage",2006
13,13,"Tim Clark",NA,69.95,1469,21,"Round2ScoringAverage",2006
14,14,"Stephen Ames",NA,70,1190,17,"Round2ScoringAverage",2006
14,14,"Brian Gay",NA,70,2170,31,"Round2ScoringAverage",2006
14,14,"Padraig Harrington",NA,70,980,14,"Round2ScoringAverage",2006
14,14,"Brett Quigley",NA,70,2240,32,"Round2ScoringAverage",2006
18,18,"Briny Baird",NA,70.04,1611,23,"Round2ScoringAverage",2006
19,19,"Kevin Sutherland",NA,70.07,1962,28,"Round2ScoringAverage",2006
19,19,"Bo Van Pelt",NA,70.07,1962,28,"Round2ScoringAverage",2006
21,21,"Robert Allenby",NA,70.1,1472,21,"Round2ScoringAverage",2006
21,21,"Ryuji Imada",NA,70.1,2033,29,"Round2ScoringAverage",2006
23,23,"Charley Hoffman",NA,70.14,1964,28,"Round2ScoringAverage",2006
24,24,"Bob Estes",NA,70.16,1754,25,"Round2ScoringAverage",2006
25,25,"Frank Lickliter II",NA,70.18,1965,28,"Round2ScoringAverage",2006
26,26,"Ryan Moore",NA,70.2,1404,20,"Round2ScoringAverage",2006
27,27,"Adam Scott",NA,70.28,1265,18,"Round2ScoringAverage",2006
28,28,"Michael Allen",NA,70.29,1687,24,"Round2ScoringAverage",2006
29,29,"Justin Rose",NA,70.33,1899,27,"Round2ScoringAverage",2006
30,30,"John Senden",NA,70.37,1900,27,"Round2ScoringAverage",2006
31,31,"Stewart Cink",NA,70.38,1689,24,"Round2ScoringAverage",2006
32,32,"Bob May",NA,70.4,1408,20,"Round2ScoringAverage",2006
33,33,"Kris Cox",NA,70.41,1901,27,"Round2ScoringAverage",2006
33,33,"Shigeki Maruyama",NA,70.41,1901,27,"Round2ScoringAverage",2006
35,35,"Dudley Hart",NA,70.44,1761,25,"Round2ScoringAverage",2006
36,36,"Woody Austin",NA,70.45,2184,31,"Round2ScoringAverage",2006
36,36,"Jeff Sluman",NA,70.45,2043,29,"Round2ScoringAverage",2006
38,38,"Phil Mickelson",NA,70.47,1198,17,"Round2ScoringAverage",2006
39,39,"Zach Johnson",NA,70.48,1762,25,"Round2ScoringAverage",2006
39,39,"Brett Wetterich",NA,70.48,1762,25,"Round2ScoringAverage",2006
41,41,"Harrison Frazar",NA,70.52,1904,27,"Round2ScoringAverage",2006
42,42,"Tom Lehman",NA,70.56,1270,18,"Round2ScoringAverage",2006
43,43,"Shaun Micheel",NA,70.57,1976,28,"Round2ScoringAverage",2006
43,43,"Mark Wilson",NA,70.57,1623,23,"Round2ScoringAverage",2006
45,45,"Jeff Overton",NA,70.59,1906,27,"Round2ScoringAverage",2006
46,46,"Jerry Smith",NA,70.61,1977,28,"Round2ScoringAverage",2006
47,47,"Nathan Green",NA,70.62,2048,29,"Round2ScoringAverage",2006
47,47,"Brandt Jobe",NA,70.62,1836,26,"Round2ScoringAverage",2006
49,49,"Jonathan Byrd",NA,70.63,1342,19,"Round2ScoringAverage",2006
49,49,"JJ Henry",NA,70.63,1907,27,"Round2ScoringAverage",2006
49,49,"Stephen Leaney",NA,70.63,1907,27,"Round2ScoringAverage",2006
52,52,"Jeff Gove",NA,70.64,1978,28,"Round2ScoringAverage",2006
52,52,"Hunter Mahan",NA,70.64,1978,28,"Round2ScoringAverage",2006
54,54,"Craig Barlow",NA,70.67,1484,21,"Round2ScoringAverage",2006
54,54,"Chad Campbell",NA,70.67,1696,24,"Round2ScoringAverage",2006
54,54,"Marco Dawson",NA,70.67,1908,27,"Round2ScoringAverage",2006
57,57,"Rod Pampling",NA,70.68,1555,22,"Round2ScoringAverage",2006
58,58,"Steve Elkington",NA,70.69,1131,16,"Round2ScoringAverage",2006
59,59,"Brent Geiberger",NA,70.71,1980,28,"Round2ScoringAverage",2006
59,59,"Kenny Perry",NA,70.71,1485,21,"Round2ScoringAverage",2006
61,61,"Ryan Palmer",NA,70.72,2051,29,"Round2ScoringAverage",2006
62,62,"Ben Crane",NA,70.76,1486,21,"Round2ScoringAverage",2006
62,62,"Davis Love III",NA,70.76,1486,21,"Round2ScoringAverage",2006
64,64,"Greg Owen",NA,70.77,1557,22,"Round2ScoringAverage",2006
64,64,"Vijay Singh",NA,70.77,1840,26,"Round2ScoringAverage",2006
66,66,"Steve Flesch",NA,70.78,2265,32,"Round2ScoringAverage",2006
67,67,"Daisuke Maruyama",NA,70.79,1699,24,"Round2ScoringAverage",2006
67,67,"David Toms",NA,70.79,1345,19,"Round2ScoringAverage",2006
69,69,"Robert Garrigus",NA,70.81,1841,26,"Round2ScoringAverage",2006
70,70,"John Cook",NA,70.82,1558,22,"Round2ScoringAverage",2006
71,71,"Matt Hansen",NA,70.83,1629,23,"Round2ScoringAverage",2006
71,71,"Scott Verplank",NA,70.83,1629,23,"Round2ScoringAverage",2006
73,73,"KJ Choi",NA,70.84,1771,25,"Round2ScoringAverage",2006
73,73,"Kent Jones",NA,70.84,2196,31,"Round2ScoringAverage",2006
75,75,"Tjaart van der Walt",NA,70.85,1417,20,"Round2ScoringAverage",2006
76,76,"Sean OHair",NA,70.86,1984,28,"Round2ScoringAverage",2006
76,76,"Omar Uresti",NA,70.86,1488,21,"Round2ScoringAverage",2006
78,78,"Mark Calcavecchia",NA,70.88,1701,24,"Round2ScoringAverage",2006
79,79,"Freddie Jacobson",NA,70.89,1276,18,"Round2ScoringAverage",2006
79,79,"Steve Lowery",NA,70.89,1985,28,"Round2ScoringAverage",2006
79,79,"Nick Watney",NA,70.89,1985,28,"Round2ScoringAverage",2006
82,82,"Bernhard Langer",NA,70.91,1560,22,"Round2ScoringAverage",2006
82,82,"Rory Sabbatini",NA,70.91,1631,23,"Round2ScoringAverage",2006
82,82,"Dean Wilson",NA,70.91,2340,33,"Round2ScoringAverage",2006
85,85,"Mathias Gronberg",NA,70.93,2057,29,"Round2ScoringAverage",2006
86,86,"Stuart Appleby",NA,70.95,1490,21,"Round2ScoringAverage",2006
87,87,"Eric Axley",NA,70.96,1987,28,"Round2ScoringAverage",2006
88,88,"Olin Browne",NA,70.97,2058,29,"Round2ScoringAverage",2006
89,89,"Alex Cejka",NA,71,1988,28,"Round2ScoringAverage",2006
89,89,"Bill Haas",NA,71,2059,29,"Round2ScoringAverage",2006
89,89,"JP Hayes",NA,71,1349,19,"Round2ScoringAverage",2006
89,89,"Justin Leonard",NA,71,1704,24,"Round2ScoringAverage",2006
89,89,"Jesper Parnevik",NA,71,1704,24,"Round2ScoringAverage",2006
94,94,"Tim Herron",NA,71.04,1847,26,"Round2ScoringAverage",2006
94,94,"Camilo Villegas",NA,71.04,1989,28,"Round2ScoringAverage",2006
96,96,"Chris Smith",NA,71.05,1492,21,"Round2ScoringAverage",2006
97,97,"Shane Bertsch",NA,71.06,2203,31,"Round2ScoringAverage",2006
98,98,"Greg Kraft",NA,71.08,1777,25,"Round2ScoringAverage",2006
99,99,"Corey Pavin",NA,71.09,1564,22,"Round2ScoringAverage",2006
99,99,"Mike Weir",NA,71.09,1635,23,"Round2ScoringAverage",2006
101,101,"Paul Azinger",NA,71.12,1778,25,"Round2ScoringAverage",2006
102,102,"Patrick Sheehan",NA,71.15,2348,33,"Round2ScoringAverage",2006
103,103,"Mike Sposa",NA,71.17,1637,23,"Round2ScoringAverage",2006
104,104,"Billy Andrade",NA,71.18,1566,22,"Round2ScoringAverage",2006
105,105,"Skip Kendall",NA,71.19,1495,21,"Round2ScoringAverage",2006
106,106,"Richard Johnson",NA,71.21,2065,29,"Round2ScoringAverage",2006
107,107,"Tom Pernice Jr",NA,71.22,2279,32,"Round2ScoringAverage",2006
107,107,"Wes Short Jr",NA,71.22,2279,32,"Round2ScoringAverage",2006
109,109,"Fred Funk",NA,71.26,1924,27,"Round2ScoringAverage",2006
110,110,"Jeff Maggert",NA,71.27,1853,26,"Round2ScoringAverage",2006
110,110,"Charles Warren",NA,71.27,1853,26,"Round2ScoringAverage",2006
112,112,"Chris Riley",NA,71.28,1782,25,"Round2ScoringAverage",2006
113,113,"Todd Fischer",NA,71.29,2210,31,"Round2ScoringAverage",2006
114,114,"Troy Matteson",NA,71.31,2282,32,"Round2ScoringAverage",2006
114,114,"Tim Petrovic",NA,71.31,2068,29,"Round2ScoringAverage",2006
114,114,"Vaughn Taylor",NA,71.31,1854,26,"Round2ScoringAverage",2006
117,117,"Jonathan Kaye",NA,71.32,1997,28,"Round2ScoringAverage",2006
117,117,"Geoff Ogilvy",NA,71.32,1355,19,"Round2ScoringAverage",2006
119,119,"Aaron Baddeley",NA,71.33,1712,24,"Round2ScoringAverage",2006
119,119,"Scott Gutschewski",NA,71.33,1284,18,"Round2ScoringAverage",2006
121,121,"Bubba Dickerson",NA,71.34,2069,29,"Round2ScoringAverage",2006
122,122,"Paul Stankowski",NA,71.36,1570,22,"Round2ScoringAverage",2006
122,122,"Ron Whittaker",NA,71.36,1784,25,"Round2ScoringAverage",2006
124,124,"Tommy Armour III",NA,71.38,1499,21,"Round2ScoringAverage",2006
124,124,"Heath Slocum",NA,71.38,2070,29,"Round2ScoringAverage",2006
124,124,"Kirk Triplett",NA,71.38,1142,16,"Round2ScoringAverage",2006
127,127,"Chris DiMarco",NA,71.42,1714,24,"Round2ScoringAverage",2006
127,127,"David Howell",NA,71.42,857,12,"Round2ScoringAverage",2006
129,129,"Peter Lonard",NA,71.43,1500,21,"Round2ScoringAverage",2006
130,130,"David McKenzie",NA,71.44,1929,27,"Round2ScoringAverage",2006
130,130,"Bubba Watson",NA,71.44,1786,25,"Round2ScoringAverage",2006
132,132,"Brian Davis",NA,71.46,1858,26,"Round2ScoringAverage",2006
133,133,"Mark Brooks",NA,71.47,2430,34,"Round2ScoringAverage",2006
133,133,"Sergio Garcia",NA,71.47,1072,15,"Round2ScoringAverage",2006
135,135,"Lucas Glover",NA,71.48,2073,29,"Round2ScoringAverage",2006
136,136,"Rich Beem",NA,71.5,1859,26,"Round2ScoringAverage",2006
136,136,"Henrik Bjornstad",NA,71.5,2145,30,"Round2ScoringAverage",2006
136,136,"Retief Goosen",NA,71.5,1144,16,"Round2ScoringAverage",2006
136,136,"Paul Goydos",NA,71.5,1716,24,"Round2ScoringAverage",2006
136,136,"JB Holmes",NA,71.5,1573,22,"Round2ScoringAverage",2006
136,136,"Bob Tway",NA,71.5,1716,24,"Round2ScoringAverage",2006
136,136,"Jimmy Walker",NA,71.5,1430,20,"Round2ScoringAverage",2006
143,143,"Ted Purdy",NA,71.53,2289,32,"Round2ScoringAverage",2006
144,144,"Joe Ogilvie",NA,71.54,2003,28,"Round2ScoringAverage",2006
145,145,"Tag Ridings",NA,71.56,2290,32,"Round2ScoringAverage",2006
146,146,"Ian Poulter",NA,71.57,1002,14,"Round2ScoringAverage",2006
147,147,"Arjun Atwal",NA,71.58,2219,31,"Round2ScoringAverage",2006
148,148,"John Rollins",NA,71.59,1933,27,"Round2ScoringAverage",2006
149,149,"Steve Jones",NA,71.62,1862,26,"Round2ScoringAverage",2006
