"BogeyAvoidance_RANKTHISWEEK_2013","BogeyAvoidance_RANKLASTWEEK_2013","BogeyAvoidance_PLAYERNAME_2013","BogeyAvoidance_ROUNDS_2013","BogeyAvoidance_PctMAKESBOGEY_2013","BogeyAvoidance_BOGEYS_2013","BogeyAvoidance_HOLESPLAYED_2013","stat_name","year"
47,47,"Cameron Percy",68,16.33,194,1188,"BogeyAvoidance",2013
47,47,"Daniel Summerhays",83,16.33,244,1494,"BogeyAvoidance",2013
49,49,"Troy Matteson",68,16.5,196,1188,"BogeyAvoidance",2013
50,50,"Billy Horschel",96,16.55,286,1728,"BogeyAvoidance",2013
51,51,"Ian Poulter",59,16.56,158,954,"BogeyAvoidance",2013
52,52,"Lee Williams",62,16.57,179,1080,"BogeyAvoidance",2013
53,53,"Tag Ridings",69,16.58,194,1170,"BogeyAvoidance",2013
54,54,"Jason Dufner",78,16.59,230,1386,"BogeyAvoidance",2013
54,54,"Bubba Watson",76,16.59,218,1314,"BogeyAvoidance",2013
56,56,"John Merrick",79,16.6,236,1422,"BogeyAvoidance",2013
56,56,"Webb Simpson",92,16.6,263,1584,"BogeyAvoidance",2013
58,58,"Luke Donald",60,16.67,174,1044,"BogeyAvoidance",2013
59,59,"David Hearn",88,16.73,265,1584,"BogeyAvoidance",2013
60,60,"Rickie Fowler",75,16.74,223,1332,"BogeyAvoidance",2013
61,61,"Lee Westwood",70,16.75,208,1242,"BogeyAvoidance",2013
62,62,"Jonas Blixt",76,16.81,230,1368,"BogeyAvoidance",2013
63,63,"James Driscoll",76,16.82,218,1296,"BogeyAvoidance",2013
64,64,"Fabian Gomez",65,16.84,197,1170,"BogeyAvoidance",2013
65,65,"Ricky Barnes",74,16.9,213,1260,"BogeyAvoidance",2013
66,66,"Trevor Immelman",73,16.91,210,1242,"BogeyAvoidance",2013
66,66,"George McNeill",68,16.91,207,1224,"BogeyAvoidance",2013
68,68,"Justin Leonard",86,16.93,262,1548,"BogeyAvoidance",2013
69,69,"Graeme McDowell",53,17.01,150,882,"BogeyAvoidance",2013
70,70,"Ryan Palmer",79,17.02,242,1422,"BogeyAvoidance",2013
71,71,"DJ Trahan",48,17.03,141,828,"BogeyAvoidance",2013
72,72,"Robert Streb",75,17.06,218,1278,"BogeyAvoidance",2013
72,72,"Casey Wittenberg",72,17.06,215,1260,"BogeyAvoidance",2013
74,74,"David Lynn",70,17.07,212,1242,"BogeyAvoidance",2013
74,74,"Rory Sabbatini",86,17.07,252,1476,"BogeyAvoidance",2013
76,76,"Dicky Pride",71,17.08,206,1206,"BogeyAvoidance",2013
77,77,"DH Lee",65,17.09,200,1170,"BogeyAvoidance",2013
78,78,"John Huh",88,17.11,271,1584,"BogeyAvoidance",2013
78,78,"Scott Langley",79,17.11,231,1350,"BogeyAvoidance",2013
80,80,"Morgan Hoffmann",64,17.19,198,1152,"BogeyAvoidance",2013
81,81,"Brendan Steele",86,17.21,254,1476,"BogeyAvoidance",2013
82,82,"Steven Bowditch",67,17.26,202,1170,"BogeyAvoidance",2013
82,82,"Camilo Villegas",79,17.26,233,1350,"BogeyAvoidance",2013
84,84,"Patrick Reed",83,17.27,258,1494,"BogeyAvoidance",2013
85,85,"Greg Chalmers",77,17.28,227,1314,"BogeyAvoidance",2013
85,85,"Boo Weekley",100,17.28,311,1800,"BogeyAvoidance",2013
87,87,"Ted Potter Jr",65,17.3,190,1098,"BogeyAvoidance",2013
88,88,"Jason Kokrak",78,17.31,243,1404,"BogeyAvoidance",2013
89,89,"Brian Harman",89,17.32,265,1530,"BogeyAvoidance",2013
89,89,"Henrik Norlander",70,17.32,212,1224,"BogeyAvoidance",2013
89,89,"Charl Schwartzel",69,17.32,212,1224,"BogeyAvoidance",2013
92,92,"Gary Woodland",94,17.35,281,1620,"BogeyAvoidance",2013
93,93,"Harris English",95,17.37,297,1710,"BogeyAvoidance",2013
93,93,"Brian Gay",79,17.37,247,1422,"BogeyAvoidance",2013
95,95,"Steve LeBrun",66,17.38,194,1116,"BogeyAvoidance",2013
96,96,"Nicholas Thompson",99,17.4,310,1782,"BogeyAvoidance",2013
97,97,"James Hahn",78,17.42,232,1332,"BogeyAvoidance",2013
98,98,"Kevin Chappell",80,17.43,251,1440,"BogeyAvoidance",2013
99,99,"Nick Watney",88,17.44,270,1548,"BogeyAvoidance",2013
100,100,"Tim Clark",64,17.49,192,1098,"BogeyAvoidance",2013
101,101,"Darron Stiles",51,17.57,155,882,"BogeyAvoidance",2013
102,102,"Freddie Jacobson",63,17.59,190,1080,"BogeyAvoidance",2013
103,103,"Marc Leishman",77,17.6,244,1386,"BogeyAvoidance",2013
104,104,"Brian Davis",91,17.64,289,1638,"BogeyAvoidance",2013
104,104,"Shawn Stefani",63,17.64,200,1134,"BogeyAvoidance",2013
106,106,"Vijay Singh",61,17.67,194,1098,"BogeyAvoidance",2013
107,107,"Matt Every",89,17.73,284,1602,"BogeyAvoidance",2013
108,108,"David Toms",49,17.8,141,792,"BogeyAvoidance",2013
109,109,"Doug LaBelle II",72,17.86,225,1260,"BogeyAvoidance",2013
109,109,"Rod Pampling",46,17.86,135,756,"BogeyAvoidance",2013
111,111,"Brad Fritsch",81,17.89,248,1386,"BogeyAvoidance",2013
112,112,"Stephen Ames",49,17.91,158,882,"BogeyAvoidance",2013
113,113,"Aaron Watkins",46,17.93,142,792,"BogeyAvoidance",2013
114,114,"Russell Henley",80,17.95,252,1404,"BogeyAvoidance",2013
115,115,"Brandt Jobe",62,18.01,188,1044,"BogeyAvoidance",2013
116,116,"Josh Teater",86,18.02,266,1476,"BogeyAvoidance",2013
117,117,"Andrew Svoboda",46,18.06,143,792,"BogeyAvoidance",2013
118,118,"Peter Hanson",45,18.09,140,774,"BogeyAvoidance",2013
119,119,"Jason Bohn",70,18.17,229,1260,"BogeyAvoidance",2013
120,120,"Ernie Els",63,18.19,203,1116,"BogeyAvoidance",2013
121,121,"Scott Brown",65,18.21,213,1170,"BogeyAvoidance",2013
122,122,"Jin Park",52,18.22,164,900,"BogeyAvoidance",2013
123,123,"Ben Kohles",75,18.23,233,1278,"BogeyAvoidance",2013
123,123,"Ryan Moore",72,18.23,233,1278,"BogeyAvoidance",2013
125,125,"Jim Herman",59,18.28,181,990,"BogeyAvoidance",2013
126,126,"Charlie Wi",75,18.31,234,1278,"BogeyAvoidance",2013
127,127,"Dustin Johnson",71,18.33,231,1260,"BogeyAvoidance",2013
128,128,"Tom Gillis",69,18.38,215,1170,"BogeyAvoidance",2013
129,129,"Bo Van Pelt",72,18.41,232,1260,"BogeyAvoidance",2013
130,130,"Ken Duke",87,18.45,289,1566,"BogeyAvoidance",2013
131,131,"Stewart Cink",71,18.47,236,1278,"BogeyAvoidance",2013
132,132,"Justin Hicks",79,18.59,251,1350,"BogeyAvoidance",2013
132,132,"John Senden",79,18.59,261,1404,"BogeyAvoidance",2013
134,134,"Vaughn Taylor",50,18.6,154,828,"BogeyAvoidance",2013
135,135,"Luke Guthrie",82,18.63,275,1476,"BogeyAvoidance",2013
136,136,"Scott Stallings",79,18.64,265,1422,"BogeyAvoidance",2013
137,137,"Angel Cabrera",73,18.65,245,1314,"BogeyAvoidance",2013
137,137,"YE Yang",56,18.65,188,1008,"BogeyAvoidance",2013
139,139,"Rory McIlroy",56,18.69,185,990,"BogeyAvoidance",2013
140,140,"Charley Hoffman",84,18.72,283,1512,"BogeyAvoidance",2013
140,140,"Colt Knost",69,18.72,219,1170,"BogeyAvoidance",2013
142,142,"Bobby Gates",49,18.77,152,810,"BogeyAvoidance",2013
142,142,"Michael Thompson",66,18.77,223,1188,"BogeyAvoidance",2013
144,144,"David Lingmerth",68,18.79,230,1224,"BogeyAvoidance",2013
145,145,"Andres Romero",63,18.83,200,1062,"BogeyAvoidance",2013
146,146,"Will Claxton",67,18.96,215,1134,"BogeyAvoidance",2013
147,147,"Robert Garrigus",69,18.97,222,1170,"BogeyAvoidance",2013
148,148,"Carl Pettersson",82,19.03,274,1440,"BogeyAvoidance",2013
149,149,"Martin Laird",68,19.04,233,1224,"BogeyAvoidance",2013
150,150,"Ryo Ishikawa",72,19.05,240,1260,"BogeyAvoidance",2013
151,151,"Johnson Wagner",64,19.07,206,1080,"BogeyAvoidance",2013
152,152,"DA Points",87,19.22,301,1566,"BogeyAvoidance",2013
153,153,"Seung Yul Noh",71,19.24,232,1206,"BogeyAvoidance",2013
154,154,"Padraig Harrington",52,19.27,170,882,"BogeyAvoidance",2013
155,155,"Greg Owen",73,19.33,247,1278,"BogeyAvoidance",2013
156,156,"Kyle Stanley",71,19.41,248,1278,"BogeyAvoidance",2013
157,157,"Alistair Presnell",59,19.49,200,1026,"BogeyAvoidance",2013
158,158,"Michael Bradley",56,19.66,184,936,"BogeyAvoidance",2013
158,158,"Robert Karlsson",56,19.66,184,936,"BogeyAvoidance",2013
160,160,"Ben Curtis",59,19.69,202,1026,"BogeyAvoidance",2013
161,161,"Justin Bolli",59,19.7,195,990,"BogeyAvoidance",2013
162,162,"Mike Weir",60,19.73,206,1044,"BogeyAvoidance",2013
163,163,"Charlie Beljan",62,19.8,221,1116,"BogeyAvoidance",2013
164,164,"Martin Kaymer",61,19.83,207,1044,"BogeyAvoidance",2013
165,165,"Bud Cauley",67,19.84,225,1134,"BogeyAvoidance",2013
166,166,"Aaron Baddeley",68,19.87,236,1188,"BogeyAvoidance",2013
166,166,"Scott Gardiner",61,19.87,211,1062,"BogeyAvoidance",2013
168,168,"Nicolas Colsaerts",50,20.21,171,846,"BogeyAvoidance",2013
169,169,"Tim Herron",45,20.25,164,810,"BogeyAvoidance",2013
170,170,"David Mathis",71,20.32,245,1206,"BogeyAvoidance",2013
171,171,"Scott Piercy",78,20.37,275,1350,"BogeyAvoidance",2013
172,172,"Robert Allenby",58,20.44,206,1008,"BogeyAvoidance",2013
173,173,"Lucas Glover",65,20.51,240,1170,"BogeyAvoidance",2013
174,174,"Eric Meierdierks",48,20.53,170,828,"BogeyAvoidance",2013
175,175,"Sangmoon Bae",83,20.62,308,1494,"BogeyAvoidance",2013
176,176,"Tommy Gainey",84,20.63,312,1512,"BogeyAvoidance",2013
177,177,"Luke List",65,20.67,227,1098,"BogeyAvoidance",2013
178,178,"Sean OHair",56,20.73,209,1008,"BogeyAvoidance",2013
179,179,"Derek Ernst",58,20.98,219,1044,"BogeyAvoidance",2013
180,180,"Geoff Ogilvy",57,21.05,216,1026,"BogeyAvoidance",2013
