"AveragePuttingDistanceGIR3PlusPutts_RANKTHISWEEK_2010","AveragePuttingDistanceGIR3PlusPutts_RANKLASTWEEK_2010","AveragePuttingDistanceGIR3PlusPutts_PLAYERNAME_2010","AveragePuttingDistanceGIR3PlusPutts_ROUNDS_2010","AveragePuttingDistanceGIR3PlusPutts_AVG_2010","AveragePuttingDistanceGIR3PlusPutts_DISTANCEFEET_2010","AveragePuttingDistanceGIR3PlusPutts_TOTALPUTTS_2010","stat_name","year"
22,22,"Steve Wheatcroft",74,NA,53.083,1,"AveragePuttingDistanceGIR3PlusPutts",2010
24,24,"David Duval",71,NA,149.917,3,"AveragePuttingDistanceGIR3PlusPutts",2010
25,25,"Josh Teater",101,NA,99.583,2,"AveragePuttingDistanceGIR3PlusPutts",2010
26,26,"Brett Quigley",96,NA,99.083,2,"AveragePuttingDistanceGIR3PlusPutts",2010
27,27,"Paul Goydos",78,NA,49.333,1,"AveragePuttingDistanceGIR3PlusPutts",2010
28,28,"Nick Watney",91,NA,95.333,2,"AveragePuttingDistanceGIR3PlusPutts",2010
29,29,"Ryuji Imada",90,NA,47.417,1,"AveragePuttingDistanceGIR3PlusPutts",2010
30,30,"Bo Van Pelt",104,NA,138.75,3,"AveragePuttingDistanceGIR3PlusPutts",2010
31,31,"Greg Owen",69,NA,90,2,"AveragePuttingDistanceGIR3PlusPutts",2010
32,32,"Trevor Immelman",55,NA,43,1,"AveragePuttingDistanceGIR3PlusPutts",2010
33,33,"Nathan Green",86,NA,76.75,2,"AveragePuttingDistanceGIR3PlusPutts",2010
34,34,"Vaughn Taylor",87,NA,38.333,1,"AveragePuttingDistanceGIR3PlusPutts",2010
35,35,"Joe Ogilvie",99,NA,227.167,6,"AveragePuttingDistanceGIR3PlusPutts",2010
36,36,"James Nitties",92,NA,112.417,3,"AveragePuttingDistanceGIR3PlusPutts",2010
37,37,"Brian Davis",101,NA,72.75,2,"AveragePuttingDistanceGIR3PlusPutts",2010
38,38,"Bob Estes",79,NA,36.333,1,"AveragePuttingDistanceGIR3PlusPutts",2010
39,39,"Jeff Gove",57,NA,36.25,1,"AveragePuttingDistanceGIR3PlusPutts",2010
40,40,"Matt Bettencourt",91,NA,72.083,2,"AveragePuttingDistanceGIR3PlusPutts",2010
40,40,"Will Ma Kenzie",72,NA,72.167,2,"AveragePuttingDistanceGIR3PlusPutts",2010
42,42,"Jarrod Lyle",54,NA,35.75,1,"AveragePuttingDistanceGIR3PlusPutts",2010
43,43,"Geoff Ogilvy",62,NA,33.75,1,"AveragePuttingDistanceGIR3PlusPutts",2010
44,44,"Kevin Sutherland",86,NA,32.583,1,"AveragePuttingDistanceGIR3PlusPutts",2010
45,45,"Michael Letzig",84,NA,63,2,"AveragePuttingDistanceGIR3PlusPutts",2010
46,46,"Jeff Maggert",76,NA,61.833,2,"AveragePuttingDistanceGIR3PlusPutts",2010
47,47,"Jason Dufner",87,NA,91.75,3,"AveragePuttingDistanceGIR3PlusPutts",2010
48,48,"Webb Simpson",98,NA,30.5,1,"AveragePuttingDistanceGIR3PlusPutts",2010
49,49,"Billy Mayfair",78,NA,30.417,1,"AveragePuttingDistanceGIR3PlusPutts",2010
50,50,"Roland Thatcher",72,NA,29.583,1,"AveragePuttingDistanceGIR3PlusPutts",2010
51,51,"Mike Weir",59,NA,28.417,1,"AveragePuttingDistanceGIR3PlusPutts",2010
52,52,"Tom Gillis",97,NA,26.167,1,"AveragePuttingDistanceGIR3PlusPutts",2010
52,52,"Roger Tambellini",77,NA,52.333,2,"AveragePuttingDistanceGIR3PlusPutts",2010
54,54,"Tim Petrovic",105,NA,50.917,2,"AveragePuttingDistanceGIR3PlusPutts",2010
55,55,"Garth Mulroy",53,NA,25.333,1,"AveragePuttingDistanceGIR3PlusPutts",2010
56,56,"Martin Flores",75,NA,24.583,1,"AveragePuttingDistanceGIR3PlusPutts",2010
57,57,"David Lutterus",69,NA,24.083,1,"AveragePuttingDistanceGIR3PlusPutts",2010
58,58,"DJ Trahan",92,NA,48,2,"AveragePuttingDistanceGIR3PlusPutts",2010
59,59,"Justin Rose",78,NA,23.333,1,"AveragePuttingDistanceGIR3PlusPutts",2010
60,60,"JP Hayes",79,NA,22.667,1,"AveragePuttingDistanceGIR3PlusPutts",2010
61,61,"Kevin Streelman",90,NA,21.333,1,"AveragePuttingDistanceGIR3PlusPutts",2010
62,62,"Mark Calcavecchia",50,NA,21.25,1,"AveragePuttingDistanceGIR3PlusPutts",2010
63,63,"Johnson Wagner",85,NA,21.083,1,"AveragePuttingDistanceGIR3PlusPutts",2010
64,64,"Chad Campbell",95,NA,13.167,1,"AveragePuttingDistanceGIR3PlusPutts",2010
65,65,"Cameron Beckman",68,NA,12.833,1,"AveragePuttingDistanceGIR3PlusPutts",2010
66,66,"John Mallinger",78,NA,24.75,2,"AveragePuttingDistanceGIR3PlusPutts",2010
67,67,"Adam Scott",70,NA,11.417,1,"AveragePuttingDistanceGIR3PlusPutts",2010
68,68,"Rory Sabbatini",79,NA,10,1,"AveragePuttingDistanceGIR3PlusPutts",2010
69,69,"Vance Veazey",58,NA,7.083,1,"AveragePuttingDistanceGIR3PlusPutts",2010
70,70,"Davis Love III",79,NA,3.25,1,"AveragePuttingDistanceGIR3PlusPutts",2010
