"Scramblingfrom1020yards_RANKTHISWEEK_2009","Scramblingfrom1020yards_RANKLASTWEEK_2009","Scramblingfrom1020yards_PLAYERNAME_2009","Scramblingfrom1020yards_ROUNDS_2009","Scramblingfrom1020yards_Pct_2009","Scramblingfrom1020yards_SUCCESSES_2009","Scramblingfrom1020yards_ATTEMPTS_2009","stat_name","year"
1,1,"Scott Sterling",51,77.38,65,84,"Scramblingfrom1020yards",2009
2,2,"Bryce Molder",69,76.42,94,123,"Scramblingfrom1020yards",2009
3,3,"Ian Poulter",59,75.78,97,128,"Scramblingfrom1020yards",2009
4,4,"Spencer Levin",75,74.68,118,158,"Scramblingfrom1020yards",2009
5,5,"Chris Riley",77,74.07,140,189,"Scramblingfrom1020yards",2009
6,6,"Padraig Harrington",66,73.85,96,130,"Scramblingfrom1020yards",2009
7,7,"Brian Gay",96,73.61,159,216,"Scramblingfrom1020yards",2009
8,8,"Tiger Woods",64,73.15,79,108,"Scramblingfrom1020yards",2009
9,9,"Jim Furyk",86,73.05,122,167,"Scramblingfrom1020yards",2009
10,10,"George McNeill",82,72.73,152,209,"Scramblingfrom1020yards",2009
11,11,"Rod Pampling",72,71.52,118,165,"Scramblingfrom1020yards",2009
12,12,"Glen Day",79,71.34,112,157,"Scramblingfrom1020yards",2009
13,13,"Casey Wittenberg",71,71.21,94,132,"Scramblingfrom1020yards",2009
14,14,"Brett Quigley",92,71.19,126,177,"Scramblingfrom1020yards",2009
15,15,"Matt Jones",56,70.91,78,110,"Scramblingfrom1020yards",2009
16,16,"Zach Johnson",94,70.83,136,192,"Scramblingfrom1020yards",2009
17,17,"Brandt Snedeker",81,70.74,133,188,"Scramblingfrom1020yards",2009
18,18,"Kevin Na",91,70.69,164,232,"Scramblingfrom1020yards",2009
19,19,"Jason Day",61,70.68,94,133,"Scramblingfrom1020yards",2009
20,20,"Ryuji Imada",85,70.65,142,201,"Scramblingfrom1020yards",2009
21,21,"Pat Perez",74,70.56,127,180,"Scramblingfrom1020yards",2009
22,22,"Greg Chalmers",85,70.41,138,196,"Scramblingfrom1020yards",2009
23,23,"Ben Crane",93,70.23,151,215,"Scramblingfrom1020yards",2009
24,24,"Steve Flesch",77,70.2,106,151,"Scramblingfrom1020yards",2009
25,25,"Woody Austin",84,70.1,136,194,"Scramblingfrom1020yards",2009
26,26,"Steve Stricker",81,70.06,110,157,"Scramblingfrom1020yards",2009
27,27,"Charles Howell III",99,70.05,138,197,"Scramblingfrom1020yards",2009
28,28,"Bill Lunde",83,70,133,190,"Scramblingfrom1020yards",2009
29,29,"Richard Johnson",85,69.8,141,202,"Scramblingfrom1020yards",2009
30,30,"Jimmy Walker",74,69.66,124,178,"Scramblingfrom1020yards",2009
31,31,"Steve Marino",98,69.61,142,204,"Scramblingfrom1020yards",2009
32,32,"Chris DiMarco",97,69.46,166,239,"Scramblingfrom1020yards",2009
33,33,"Ryan Moore",89,69.4,127,183,"Scramblingfrom1020yards",2009
34,34,"Lee Janzen",74,69.36,120,173,"Scramblingfrom1020yards",2009
35,35,"Aaron Baddeley",66,69.09,114,165,"Scramblingfrom1020yards",2009
36,36,"Eric Axley",71,68.94,111,161,"Scramblingfrom1020yards",2009
37,37,"Tim Petrovic",97,68.91,164,238,"Scramblingfrom1020yards",2009
38,38,"Kenny Perry",92,68.89,124,180,"Scramblingfrom1020yards",2009
39,39,"Jeff Klauk",97,68.72,156,227,"Scramblingfrom1020yards",2009
39,39,"Chez Reavie",81,68.72,134,195,"Scramblingfrom1020yards",2009
41,41,"Ben Curtis",63,68.71,101,147,"Scramblingfrom1020yards",2009
42,42,"Charley Hoffman",97,68.64,151,220,"Scramblingfrom1020yards",2009
42,42,"Justin Leonard",95,68.64,116,169,"Scramblingfrom1020yards",2009
44,44,"Matt Kuchar",82,68.52,148,216,"Scramblingfrom1020yards",2009
44,44,"Charlie Wi",92,68.52,148,216,"Scramblingfrom1020yards",2009
46,46,"Greg Kraft",51,68.47,76,111,"Scramblingfrom1020yards",2009
47,47,"Jay Williamson",69,68.38,80,117,"Scramblingfrom1020yards",2009
47,47,"Mark Wilson",99,68.38,173,253,"Scramblingfrom1020yards",2009
49,49,"Bob Estes",78,68.36,121,177,"Scramblingfrom1020yards",2009
50,50,"Webb Simpson",94,68.31,166,243,"Scramblingfrom1020yards",2009
51,51,"David Mathis",82,68.22,146,214,"Scramblingfrom1020yards",2009
52,52,"Johnson Wagner",81,68.18,135,198,"Scramblingfrom1020yards",2009
53,53,"Rory Sabbatini",81,67.92,108,159,"Scramblingfrom1020yards",2009
54,54,"Luke Donald",79,67.74,105,155,"Scramblingfrom1020yards",2009
55,55,"Mike Weir",85,67.6,121,179,"Scramblingfrom1020yards",2009
56,56,"Nathan Green",104,67.43,176,261,"Scramblingfrom1020yards",2009
56,56,"Joe Ogilvie",85,67.43,147,218,"Scramblingfrom1020yards",2009
58,58,"Jarrod Lyle",65,67.42,89,132,"Scramblingfrom1020yards",2009
59,59,"Parker McLachlin",71,67.39,124,184,"Scramblingfrom1020yards",2009
60,60,"Darron Stiles",52,67.24,78,116,"Scramblingfrom1020yards",2009
61,61,"Kirk Triplett",60,67.15,92,137,"Scramblingfrom1020yards",2009
62,62,"Michael Letzig",96,67.07,167,249,"Scramblingfrom1020yards",2009
63,63,"Angel Cabrera",55,66.96,77,115,"Scramblingfrom1020yards",2009
64,64,"Ernie Els",70,66.88,103,154,"Scramblingfrom1020yards",2009
65,65,"Brad Adamonis",70,66.87,111,166,"Scramblingfrom1020yards",2009
65,65,"Robert Garrigus",83,66.87,111,166,"Scramblingfrom1020yards",2009
65,65,"Todd Hamilton",83,66.87,109,163,"Scramblingfrom1020yards",2009
68,68,"Harrison Frazar",93,66.82,141,211,"Scramblingfrom1020yards",2009
69,69,"KJ Choi",65,66.67,84,126,"Scramblingfrom1020yards",2009
69,69,"Tim Clark",81,66.67,100,150,"Scramblingfrom1020yards",2009
69,69,"Scott McCarron",91,66.67,152,228,"Scramblingfrom1020yards",2009
69,69,"Carl Pettersson",86,66.67,134,201,"Scramblingfrom1020yards",2009
69,69,"Camilo Villegas",76,66.67,98,147,"Scramblingfrom1020yards",2009
74,74,"Stewart Cink",79,66.47,113,170,"Scramblingfrom1020yards",2009
75,75,"Patrick Sheehan",51,66.29,59,89,"Scramblingfrom1020yards",2009
76,76,"Bob Heintz",59,66.19,92,139,"Scramblingfrom1020yards",2009
77,77,"Rich Beem",77,66.15,86,130,"Scramblingfrom1020yards",2009
78,78,"Brian Vranesh",51,66.13,82,124,"Scramblingfrom1020yards",2009
79,79,"Brendon Todd",53,66.1,78,118,"Scramblingfrom1020yards",2009
80,80,"Justin Rose",71,66.06,109,165,"Scramblingfrom1020yards",2009
81,81,"Kevin Sutherland",96,65.93,120,182,"Scramblingfrom1020yards",2009
82,82,"Bubba Watson",73,65.81,102,155,"Scramblingfrom1020yards",2009
83,83,"Tim Herron",87,65.8,152,231,"Scramblingfrom1020yards",2009
83,83,"John Mallinger",90,65.8,127,193,"Scramblingfrom1020yards",2009
85,85,"Brian Davis",103,65.79,175,266,"Scramblingfrom1020yards",2009
86,86,"Colt Knost",71,65.67,88,134,"Scramblingfrom1020yards",2009
87,87,"Anthony Kim",76,65.65,86,131,"Scramblingfrom1020yards",2009
88,88,"Jerry Kelly",90,65.64,128,195,"Scramblingfrom1020yards",2009
89,89,"Cliff Kresge",78,65.63,105,160,"Scramblingfrom1020yards",2009
90,90,"Greg Owen",97,65.56,118,180,"Scramblingfrom1020yards",2009
91,91,"Bill Haas",91,65.47,146,223,"Scramblingfrom1020yards",2009
92,92,"James Nitties",86,65.44,142,217,"Scramblingfrom1020yards",2009
93,93,"Mark Calcavecchia",72,65.41,104,159,"Scramblingfrom1020yards",2009
93,93,"Matt Weibring",65,65.41,87,133,"Scramblingfrom1020yards",2009
95,95,"Geoff Ogilvy",78,65.34,115,176,"Scramblingfrom1020yards",2009
96,96,"Lucas Glover",93,65.3,143,219,"Scramblingfrom1020yards",2009
97,97,"Aron Price",89,65.24,122,187,"Scramblingfrom1020yards",2009
98,98,"Ryan Palmer",78,65.22,120,184,"Scramblingfrom1020yards",2009
99,99,"Jeff Overton",92,65.09,151,232,"Scramblingfrom1020yards",2009
100,100,"Briny Baird",89,65.03,106,163,"Scramblingfrom1020yards",2009
101,101,"Stephen Ames",77,64.96,89,137,"Scramblingfrom1020yards",2009
102,102,"Mark Brooks",55,64.86,72,111,"Scramblingfrom1020yards",2009
103,103,"Freddie Jacobson",83,64.81,140,216,"Scramblingfrom1020yards",2009
104,104,"Tom Pernice Jr",82,64.78,149,230,"Scramblingfrom1020yards",2009
105,105,"Nick OHern",90,64.44,145,225,"Scramblingfrom1020yards",2009
106,106,"Ken Duke",87,64.25,142,221,"Scramblingfrom1020yards",2009
107,107,"Jason Dufner",90,64.08,132,206,"Scramblingfrom1020yards",2009
108,108,"Bo Van Pelt",100,63.96,142,222,"Scramblingfrom1020yards",2009
108,108,"YE Yang",83,63.96,126,197,"Scramblingfrom1020yards",2009
110,110,"Marc Leishman",91,63.92,124,194,"Scramblingfrom1020yards",2009
111,111,"Fred Couples",54,63.81,67,105,"Scramblingfrom1020yards",2009
112,112,"JJ Henry",97,63.78,118,185,"Scramblingfrom1020yards",2009
113,113,"Alex Cejka",82,63.74,116,182,"Scramblingfrom1020yards",2009
114,114,"Brian Bateman",55,63.72,72,113,"Scramblingfrom1020yards",2009
115,115,"Daniel Chopra",89,63.71,158,248,"Scramblingfrom1020yards",2009
116,116,"Cameron Beckman",87,63.68,121,190,"Scramblingfrom1020yards",2009
