"HitFairwayPercentage_RANKTHISWEEK_2005","HitFairwayPercentage_RANKLASTWEEK_2005","HitFairwayPercentage_PLAYERNAME_2005","HitFairwayPercentage_ROUNDS_2005","HitFairwayPercentage_Pct_2005","HitFairwayPercentage_FAIRWAYSHIT_2005","HitFairwayPercentage_POSSIBLEFAIRWAYS_2005","HitFairwayPercentage_RELATIVETOPAR_2005","stat_name","year"
72,72,"Kenny Perry",82,65.1,580,891,-0.18,"HitFairwayPercentage",2005
73,73,"Luke Donald",67,65.04,400,615,-0.18,"HitFairwayPercentage",2005
74,74,"Matt Davidson",53,64.99,479,737,-0.1,"HitFairwayPercentage",2005
75,75,"Tom Lehman",69,64.97,497,765,-0.17,"HitFairwayPercentage",2005
76,76,"Todd Fischer",99,64.84,876,1351,-0.14,"HitFairwayPercentage",2005
77,77,"Tom Gillis",77,64.78,677,1045,-0.12,"HitFairwayPercentage",2005
78,78,"Vaughn Taylor",99,64.73,859,1327,-0.2,"HitFairwayPercentage",2005
79,79,"JL Lewis",98,64.72,809,1250,-0.16,"HitFairwayPercentage",2005
80,80,"Roland Thatcher",75,64.7,658,1017,-0.15,"HitFairwayPercentage",2005
81,81,"Steve Flesch",90,64.69,623,963,-0.14,"HitFairwayPercentage",2005
82,82,"Justin Leonard",78,64.67,551,852,-0.2,"HitFairwayPercentage",2005
83,83,"John Rollins",97,64.44,801,1243,-0.19,"HitFairwayPercentage",2005
84,84,"Charles Warren",89,64.41,780,1211,-0.15,"HitFairwayPercentage",2005
85,85,"Brent Geiberger",61,64.36,511,794,-0.16,"HitFairwayPercentage",2005
86,86,"Justin Rose",99,64.05,848,1324,-0.15,"HitFairwayPercentage",2005
87,87,"Billy Andrade",83,63.98,721,1127,-0.2,"HitFairwayPercentage",2005
88,88,"Ted Purdy",122,63.97,964,1507,-0.15,"HitFairwayPercentage",2005
89,89,"DA Points",94,63.82,801,1255,-0.15,"HitFairwayPercentage",2005
89,89,"Bob Tway",87,63.82,649,1017,-0.21,"HitFairwayPercentage",2005
89,89,"Lee Westwood",50,63.82,321,503,-0.12,"HitFairwayPercentage",2005
92,92,"Matt Gogel",78,63.77,676,1060,-0.12,"HitFairwayPercentage",2005
93,93,"Chris Anderson",66,63.7,551,865,-0.12,"HitFairwayPercentage",2005
94,94,"DJ Brigman",76,63.65,604,949,-0.08,"HitFairwayPercentage",2005
95,95,"Mark Hensby",70,63.52,465,732,-0.17,"HitFairwayPercentage",2005
96,96,"Harrison Frazar",105,63.49,894,1408,-0.23,"HitFairwayPercentage",2005
97,97,"Frank Lickliter II",100,63.36,811,1280,-0.2,"HitFairwayPercentage",2005
98,98,"Ben Curtis",65,63.32,485,766,-0.1,"HitFairwayPercentage",2005
98,98,"Mathias Gronberg",60,63.32,511,807,-0.19,"HitFairwayPercentage",2005
100,100,"Tom Pernice Jr",111,63.29,855,1351,-0.18,"HitFairwayPercentage",2005
101,101,"Robert Allenby",95,63.28,698,1103,-0.18,"HitFairwayPercentage",2005
102,102,"Marco Dawson",82,63.07,719,1140,-0.19,"HitFairwayPercentage",2005
103,103,"Joe Ogilvie",103,63.06,746,1183,-0.17,"HitFairwayPercentage",2005
104,104,"Arjun Atwal",65,62.83,551,877,-0.22,"HitFairwayPercentage",2005
105,105,"Greg Owen",84,62.8,665,1059,-0.17,"HitFairwayPercentage",2005
106,106,"Steve Lowery",100,62.78,823,1311,-0.19,"HitFairwayPercentage",2005
107,107,"Shaun Micheel",81,62.72,619,987,-0.16,"HitFairwayPercentage",2005
108,108,"Peter Lonard",85,62.67,628,1002,-0.17,"HitFairwayPercentage",2005
109,109,"Todd Hamilton",94,62.6,693,1107,-0.16,"HitFairwayPercentage",2005
110,110,"Glen Day",80,62.56,680,1087,-0.12,"HitFairwayPercentage",2005
110,110,"Kevin Na",88,62.56,732,1170,-0.13,"HitFairwayPercentage",2005
112,112,"John Huston",90,62.51,747,1195,-0.18,"HitFairwayPercentage",2005
113,113,"Glen Hnatiuk",59,62.48,478,765,-0.12,"HitFairwayPercentage",2005
114,114,"Jason Bohn",91,62.37,754,1209,-0.2,"HitFairwayPercentage",2005
115,115,"Dudley Hart",84,62.34,697,1118,-0.19,"HitFairwayPercentage",2005
115,115,"Bo Van Pelt",112,62.34,884,1418,-0.21,"HitFairwayPercentage",2005
117,117,"Bill Glasson",54,62.33,417,669,-0.12,"HitFairwayPercentage",2005
118,118,"Tim Herron",100,62.26,734,1179,-0.21,"HitFairwayPercentage",2005
119,119,"Will Ma Kenzie",75,62.24,633,1017,-0.17,"HitFairwayPercentage",2005
120,120,"Charlie Wi",67,62.18,564,907,-0.13,"HitFairwayPercentage",2005
121,121,"Brian Bateman",98,62.15,811,1305,-0.16,"HitFairwayPercentage",2005
121,121,"Michael Long",72,62.15,606,975,-0.14,"HitFairwayPercentage",2005
123,123,"DJ Trahan",81,62.14,668,1075,-0.19,"HitFairwayPercentage",2005
124,124,"Sean OHair",103,62.1,788,1269,-0.18,"HitFairwayPercentage",2005
125,125,"JP Hayes",63,62,509,821,-0.18,"HitFairwayPercentage",2005
126,126,"Hunter Mahan",103,61.95,853,1377,-0.19,"HitFairwayPercentage",2005
127,127,"Shigeki Maruyama",99,61.81,759,1228,-0.19,"HitFairwayPercentage",2005
128,128,"Chad Campbell",95,61.76,672,1088,-0.21,"HitFairwayPercentage",2005
129,129,"JJ Henry",102,61.65,823,1335,-0.2,"HitFairwayPercentage",2005
130,130,"Stephen Ames",82,61.45,558,908,-0.18,"HitFairwayPercentage",2005
131,131,"Carl Pettersson",109,61.38,879,1432,-0.2,"HitFairwayPercentage",2005
132,132,"Hideto Tanihara",50,61.32,409,667,-0.12,"HitFairwayPercentage",2005
133,133,"Paul Azinger",66,61.25,547,893,-0.18,"HitFairwayPercentage",2005
134,134,"Stewart Cink",98,61.11,649,1062,-0.2,"HitFairwayPercentage",2005
134,134,"Ian Poulter",62,61.11,341,558,-0.12,"HitFairwayPercentage",2005
136,136,"Stuart Appleby",84,61.04,564,924,-0.2,"HitFairwayPercentage",2005
137,137,"Vijay Singh",111,61.01,795,1303,-0.26,"HitFairwayPercentage",2005
138,138,"Woody Austin",100,61,818,1341,-0.16,"HitFairwayPercentage",2005
139,139,"Lucas Glover",88,60.97,714,1171,-0.2,"HitFairwayPercentage",2005
140,140,"Pat Perez",89,60.83,688,1131,-0.15,"HitFairwayPercentage",2005
141,141,"Kevin Stadler",96,60.81,779,1281,-0.2,"HitFairwayPercentage",2005
142,142,"Patrick Sheehan",114,60.72,895,1474,-0.16,"HitFairwayPercentage",2005
143,143,"Geoff Ogilvy",97,60.71,686,1130,-0.2,"HitFairwayPercentage",2005
144,144,"Mark OMeara",66,60.65,507,836,-0.07,"HitFairwayPercentage",2005
145,145,"Rob Rashell",65,60.59,515,850,-0.1,"HitFairwayPercentage",2005
146,146,"Chris DiMarco",83,60.57,533,880,-0.2,"HitFairwayPercentage",2005
147,147,"Brad Faxon",75,60.51,547,904,-0.12,"HitFairwayPercentage",2005
148,148,"Chris Smith",93,60.45,781,1292,-0.22,"HitFairwayPercentage",2005
149,149,"Rod Pampling",89,60.3,609,1010,-0.22,"HitFairwayPercentage",2005
150,150,"Len Mattiace",86,60.21,687,1141,-0.05,"HitFairwayPercentage",2005
151,151,"Scott McCarron",78,60.06,570,949,-0.17,"HitFairwayPercentage",2005
152,152,"Jonathan Byrd",103,59.93,830,1385,-0.2,"HitFairwayPercentage",2005
153,153,"Ryan Palmer",101,59.87,746,1246,-0.23,"HitFairwayPercentage",2005
154,154,"Justin Bolli",65,59.86,525,877,-0.17,"HitFairwayPercentage",2005
155,155,"Nick Watney",91,59.77,743,1243,-0.2,"HitFairwayPercentage",2005
156,156,"Steve Allan",102,59.53,778,1307,-0.14,"HitFairwayPercentage",2005
157,157,"Neal Lancaster",95,59.47,788,1325,-0.17,"HitFairwayPercentage",2005
158,158,"Jose Maria Olazabal",55,59.4,357,601,-0.2,"HitFairwayPercentage",2005
159,159,"Retief Goosen",71,59.21,373,630,-0.22,"HitFairwayPercentage",2005
160,160,"Hunter Haas",83,59.11,652,1103,-0.15,"HitFairwayPercentage",2005
161,161,"Ryuji Imada",78,58.99,610,1034,-0.18,"HitFairwayPercentage",2005
162,162,"Phil Mickelson",81,58.59,474,809,-0.25,"HitFairwayPercentage",2005
163,163,"Davis Love III",80,58.51,512,875,-0.23,"HitFairwayPercentage",2005
164,164,"Scott Gutschewski",86,58.49,637,1089,-0.23,"HitFairwayPercentage",2005
165,165,"Dan Forsman",52,58.47,404,691,-0.23,"HitFairwayPercentage",2005
166,166,"Charles Howell III",95,58.42,635,1087,-0.22,"HitFairwayPercentage",2005
167,167,"Lee Janzen",75,58.28,542,930,-0.17,"HitFairwayPercentage",2005
168,168,"Carlos Franco",78,58.21,553,950,-0.2,"HitFairwayPercentage",2005
169,169,"Brett Quigley",96,58.1,728,1253,-0.23,"HitFairwayPercentage",2005
169,169,"Adam Scott",72,58.1,423,728,-0.19,"HitFairwayPercentage",2005
171,171,"Rich Beem",66,58.03,437,753,-0.17,"HitFairwayPercentage",2005
172,172,"Bob Heintz",67,57.97,542,935,-0.15,"HitFairwayPercentage",2005
173,173,"Jesper Parnevik",84,57.9,612,1057,-0.18,"HitFairwayPercentage",2005
174,174,"Thomas Levet",54,57.8,315,545,-0.06,"HitFairwayPercentage",2005
175,175,"Sergio Garcia",73,57.76,439,760,-0.21,"HitFairwayPercentage",2005
176,176,"Franklin Langham",91,57.67,684,1186,-0.14,"HitFairwayPercentage",2005
177,177,"Brandt Jobe",96,57.62,707,1227,-0.22,"HitFairwayPercentage",2005
178,178,"Bernhard Langer",67,57.34,406,708,-0.15,"HitFairwayPercentage",2005
179,179,"Ben Crane",78,57.32,556,970,-0.21,"HitFairwayPercentage",2005
180,180,"Andrew Magee",82,57.22,622,1087,-0.17,"HitFairwayPercentage",2005
181,181,"Brett Wetterich",76,57.03,588,1031,-0.19,"HitFairwayPercentage",2005
182,182,"Tim Petrovic",97,56.97,707,1241,-0.22,"HitFairwayPercentage",2005
183,183,"Freddie Jacobson",72,56.69,483,852,-0.2,"HitFairwayPercentage",2005
184,184,"Daniel Chopra",108,56.06,795,1418,-0.15,"HitFairwayPercentage",2005
185,185,"Brendan Jones",81,56.02,619,1105,-0.14,"HitFairwayPercentage",2005
186,186,"Fred Couples",72,56,406,725,-0.23,"HitFairwayPercentage",2005
187,187,"Dennis Paulson",63,55.37,485,876,-0.13,"HitFairwayPercentage",2005
187,187,"Rory Sabbatini",81,55.37,510,921,-0.16,"HitFairwayPercentage",2005
189,189,"Tag Ridings",93,55.24,701,1269,-0.25,"HitFairwayPercentage",2005
190,190,"Michael Allen",90,54.99,645,1173,-0.2,"HitFairwayPercentage",2005
191,191,"Padraig Harrington",50,54.93,323,588,-0.23,"HitFairwayPercentage",2005
192,192,"Craig Perks",67,54.24,492,907,-0.11,"HitFairwayPercentage",2005
193,193,"Tiger Woods",76,53.8,439,816,-0.35,"HitFairwayPercentage",2005
194,194,"John Elliott",58,53.66,418,779,-0.15,"HitFairwayPercentage",2005
195,195,"James Driscoll",73,53.6,514,959,-0.18,"HitFairwayPercentage",2005
196,196,"Aaron Baddeley",84,53.41,611,1144,-0.21,"HitFairwayPercentage",2005
197,197,"Steve Stricker",62,52.25,452,865,-0.21,"HitFairwayPercentage",2005
198,198,"John Daly",78,51.38,446,868,-0.2,"HitFairwayPercentage",2005
199,199,"Brenden Pappas",51,50.91,363,713,-0.31,"HitFairwayPercentage",2005
200,200,"Hank Kuehne",84,50.13,560,1117,-0.17,"HitFairwayPercentage",2005
201,201,"Jason Allred",75,46.9,462,985,-0.13,"HitFairwayPercentage",2005
202,202,"Scott Hend",75,45.11,447,991,-0.17,"HitFairwayPercentage",2005
