"BirdieorBetterPercentageFairway_RANKTHISWEEK_2005","BirdieorBetterPercentageFairway_RANKLASTWEEK_2005","BirdieorBetterPercentageFairway_PLAYERNAME_2005","BirdieorBetterPercentageFairway_ROUNDS_2005","BirdieorBetterPercentageFairway_Pct_2005","BirdieorBetterPercentageFairway_TOTALBIRDIES_2005","BirdieorBetterPercentageFairway_TOTALHOLES_2005","stat_name","year"
1,1,"Tiger Woods",76,29.1,190,653,"BirdieorBetterPercentageFairway",2005
2,2,"Brenden Pappas",51,26.21,157,599,"BirdieorBetterPercentageFairway",2005
3,3,"Phil Mickelson",81,25.62,156,609,"BirdieorBetterPercentageFairway",2005
4,4,"David Toms",87,25.51,224,878,"BirdieorBetterPercentageFairway",2005
5,5,"Vijay Singh",111,25.25,278,1101,"BirdieorBetterPercentageFairway",2005
6,6,"Tag Ridings",93,24.95,256,1026,"BirdieorBetterPercentageFairway",2005
7,7,"Ben Crane",78,24.73,205,829,"BirdieorBetterPercentageFairway",2005
8,8,"Kenny Perry",82,24.72,201,813,"BirdieorBetterPercentageFairway",2005
9,9,"Jim Furyk",94,24.68,254,1029,"BirdieorBetterPercentageFairway",2005
10,10,"Sergio Garcia",73,24.57,159,647,"BirdieorBetterPercentageFairway",2005
10,10,"Jonathan Kaye",77,24.57,214,871,"BirdieorBetterPercentageFairway",2005
12,12,"Tim Herron",100,24.55,257,1047,"BirdieorBetterPercentageFairway",2005
13,13,"Bob Heintz",67,24.43,194,794,"BirdieorBetterPercentageFairway",2005
14,14,"Rod Pampling",89,24.38,217,890,"BirdieorBetterPercentageFairway",2005
15,15,"Steve Stricker",62,24.31,176,724,"BirdieorBetterPercentageFairway",2005
16,16,"Arjun Atwal",65,24.27,200,824,"BirdieorBetterPercentageFairway",2005
17,17,"Fred Couples",72,24.23,134,553,"BirdieorBetterPercentageFairway",2005
17,17,"Richard Johnson",50,24.23,157,648,"BirdieorBetterPercentageFairway",2005
19,19,"John Daly",78,24.17,160,662,"BirdieorBetterPercentageFairway",2005
20,20,"Davis Love III",80,24.16,172,712,"BirdieorBetterPercentageFairway",2005
21,21,"Joe Ogilvie",103,24.02,250,1041,"BirdieorBetterPercentageFairway",2005
22,22,"Adam Scott",72,23.99,160,667,"BirdieorBetterPercentageFairway",2005
23,23,"Frank Lickliter II",100,23.89,274,1147,"BirdieorBetterPercentageFairway",2005
24,24,"Woody Austin",100,23.77,281,1182,"BirdieorBetterPercentageFairway",2005
24,24,"Vaughn Taylor",99,23.77,289,1216,"BirdieorBetterPercentageFairway",2005
26,26,"Stewart Cink",98,23.76,226,951,"BirdieorBetterPercentageFairway",2005
27,27,"Tim Clark",92,23.75,209,880,"BirdieorBetterPercentageFairway",2005
28,28,"Scott Verplank",87,23.73,229,965,"BirdieorBetterPercentageFairway",2005
29,29,"Brad Faxon",75,23.67,178,752,"BirdieorBetterPercentageFairway",2005
29,29,"Harrison Frazar",105,23.67,294,1242,"BirdieorBetterPercentageFairway",2005
31,31,"Padraig Harrington",50,23.63,116,491,"BirdieorBetterPercentageFairway",2005
32,32,"Mark Hensby",70,23.55,158,671,"BirdieorBetterPercentageFairway",2005
33,33,"Robert Gamez",91,23.53,264,1122,"BirdieorBetterPercentageFairway",2005
34,34,"Robert Allenby",95,23.51,232,987,"BirdieorBetterPercentageFairway",2005
35,35,"Geoff Ogilvy",97,23.44,225,960,"BirdieorBetterPercentageFairway",2005
36,36,"Stephen Ames",82,23.42,193,824,"BirdieorBetterPercentageFairway",2005
36,36,"JP Hayes",63,23.42,170,726,"BirdieorBetterPercentageFairway",2005
38,38,"Bo Van Pelt",112,23.41,290,1239,"BirdieorBetterPercentageFairway",2005
39,39,"Shigeki Maruyama",99,23.38,264,1129,"BirdieorBetterPercentageFairway",2005
40,40,"Bob Tway",87,23.35,209,895,"BirdieorBetterPercentageFairway",2005
41,41,"Jose Maria Olazabal",55,23.31,124,532,"BirdieorBetterPercentageFairway",2005
42,42,"KJ Choi",78,23.27,172,739,"BirdieorBetterPercentageFairway",2005
43,43,"Ryan Palmer",101,23.25,243,1045,"BirdieorBetterPercentageFairway",2005
44,44,"Chad Campbell",95,23.23,240,1033,"BirdieorBetterPercentageFairway",2005
45,45,"Brett Quigley",96,23.21,253,1090,"BirdieorBetterPercentageFairway",2005
46,46,"Brian Davis",75,23.2,213,918,"BirdieorBetterPercentageFairway",2005
47,47,"Lucas Glover",88,23.14,237,1024,"BirdieorBetterPercentageFairway",2005
48,48,"Hunter Mahan",103,22.95,282,1229,"BirdieorBetterPercentageFairway",2005
49,49,"Bart Bryant",91,22.94,259,1129,"BirdieorBetterPercentageFairway",2005
50,50,"Zach Johnson",96,22.88,265,1158,"BirdieorBetterPercentageFairway",2005
51,51,"John Huston",90,22.8,243,1066,"BirdieorBetterPercentageFairway",2005
52,52,"Patrick Sheehan",114,22.76,295,1296,"BirdieorBetterPercentageFairway",2005
53,53,"Jeff Brehaut",71,22.72,207,911,"BirdieorBetterPercentageFairway",2005
53,53,"Neal Lancaster",95,22.72,252,1109,"BirdieorBetterPercentageFairway",2005
55,55,"Carlos Franco",78,22.7,197,868,"BirdieorBetterPercentageFairway",2005
56,56,"Sean OHair",103,22.59,255,1129,"BirdieorBetterPercentageFairway",2005
57,57,"Chris DiMarco",83,22.58,175,775,"BirdieorBetterPercentageFairway",2005
58,58,"Brett Wetterich",76,22.57,186,824,"BirdieorBetterPercentageFairway",2005
59,59,"Kevin Stadler",96,22.55,242,1073,"BirdieorBetterPercentageFairway",2005
60,60,"DJ Trahan",81,22.5,209,929,"BirdieorBetterPercentageFairway",2005
61,61,"Brandt Jobe",96,22.48,232,1032,"BirdieorBetterPercentageFairway",2005
62,62,"Rory Sabbatini",81,22.47,171,761,"BirdieorBetterPercentageFairway",2005
63,63,"Billy Andrade",83,22.42,224,999,"BirdieorBetterPercentageFairway",2005
64,64,"Jonathan Byrd",103,22.4,269,1201,"BirdieorBetterPercentageFairway",2005
65,65,"Charles Warren",89,22.38,241,1077,"BirdieorBetterPercentageFairway",2005
66,66,"Hank Kuehne",84,22.31,191,856,"BirdieorBetterPercentageFairway",2005
67,67,"Steve Lowery",100,22.28,262,1176,"BirdieorBetterPercentageFairway",2005
68,68,"Carl Pettersson",109,22.25,281,1263,"BirdieorBetterPercentageFairway",2005
69,69,"Retief Goosen",71,22.24,123,553,"BirdieorBetterPercentageFairway",2005
70,70,"Dudley Hart",84,22.22,220,990,"BirdieorBetterPercentageFairway",2005
71,71,"Mathias Gronberg",60,22.19,160,721,"BirdieorBetterPercentageFairway",2005
