"GIRPercentageLess100yards_RANKTHISWEEK_2015","GIRPercentageLess100yards_RANKLASTWEEK_2015","GIRPercentageLess100yards_PLAYERNAME_2015","GIRPercentageLess100yards_ROUNDS_2015","GIRPercentageLess100yards_Pct_2015","GIRPercentageLess100yards_GREENSHIT_2015","GIRPercentageLess100yards_TOTALHOLES_2015","GIRPercentageLess100yards_RELATIVETOPAR_2015","stat_name","year"
1,1,"Stewart Cink",77,91.89,170,185,-0.54,"GIRPercentageLess100yards",2015
2,2,"Roberto Castro",54,91.21,83,91,-0.65,"GIRPercentageLess100yards",2015
3,3,"Jim Herman",88,90.91,200,220,-0.52,"GIRPercentageLess100yards",2015
4,4,"Alex Prugh",84,90.54,201,222,-0.55,"GIRPercentageLess100yards",2015
5,5,"Jonathan Byrd",69,90.07,127,141,-0.49,"GIRPercentageLess100yards",2015
6,6,"Geoff Ogilvy",50,89.93,134,149,-0.4,"GIRPercentageLess100yards",2015
7,7,"John Huh",102,89.87,213,237,-0.49,"GIRPercentageLess100yards",2015
8,8,"Keegan Bradley",87,89.73,201,224,-0.61,"GIRPercentageLess100yards",2015
9,9,"Paul Casey",87,89.36,168,188,-0.58,"GIRPercentageLess100yards",2015
10,10,"Lucas Glover",79,89.15,189,212,-0.57,"GIRPercentageLess100yards",2015
11,11,"Jon Curran",83,89.12,131,147,-0.45,"GIRPercentageLess100yards",2015
12,12,"Seung Yul Noh",65,89.02,154,173,-0.6,"GIRPercentageLess100yards",2015
13,13,"DA Points",72,88.68,141,159,-0.51,"GIRPercentageLess100yards",2015
14,14,"Rickie Fowler",76,88.65,164,185,-0.63,"GIRPercentageLess100yards",2015
15,15,"Brandt Snedeker",98,88.64,195,220,-0.61,"GIRPercentageLess100yards",2015
16,16,"Brice Garnett",81,88.41,145,164,-0.5,"GIRPercentageLess100yards",2015
17,17,"Ken Duke",93,88.36,205,232,-0.46,"GIRPercentageLess100yards",2015
18,18,"Robert Streb",110,88.28,324,367,-0.51,"GIRPercentageLess100yards",2015
19,19,"Scott Langley",94,88.24,195,221,-0.59,"GIRPercentageLess100yards",2015
20,20,"Francesco Molinari",56,88.19,112,127,-0.55,"GIRPercentageLess100yards",2015
21,21,"Ryan Moore",81,88.17,164,186,-0.61,"GIRPercentageLess100yards",2015
22,22,"Graham DeLaet",65,88.07,155,176,-0.55,"GIRPercentageLess100yards",2015
23,23,"Chad Collins",79,88.02,147,167,-0.48,"GIRPercentageLess100yards",2015
24,24,"Matt Kuchar",97,87.91,269,306,-0.55,"GIRPercentageLess100yards",2015
25,25,"Russell Henley",87,87.76,215,245,-0.49,"GIRPercentageLess100yards",2015
26,26,"Jason Bohn",95,87.73,236,269,-0.51,"GIRPercentageLess100yards",2015
27,27,"Zach Johnson",90,87.61,191,218,-0.55,"GIRPercentageLess100yards",2015
28,28,"Michael Putnam",87,87.56,197,225,-0.47,"GIRPercentageLess100yards",2015
29,29,"Boo Weekley",79,87.55,204,233,-0.56,"GIRPercentageLess100yards",2015
30,30,"Derek Ernst",75,87.44,181,207,-0.55,"GIRPercentageLess100yards",2015
31,31,"Carlos Ortiz",100,87.42,278,318,-0.55,"GIRPercentageLess100yards",2015
32,32,"Scott Pinckney",88,87.39,194,222,-0.57,"GIRPercentageLess100yards",2015
32,32,"Will Wilcox",58,87.39,104,119,-0.63,"GIRPercentageLess100yards",2015
34,34,"Matt Jones",89,87.36,235,269,-0.58,"GIRPercentageLess100yards",2015
35,35,"Bill Haas",89,87.34,207,237,-0.52,"GIRPercentageLess100yards",2015
36,36,"Luke Guthrie",84,87.31,172,197,-0.51,"GIRPercentageLess100yards",2015
37,37,"William McGirt",103,87.3,220,252,-0.46,"GIRPercentageLess100yards",2015
38,38,"Nick Watney",91,87.25,219,251,-0.56,"GIRPercentageLess100yards",2015
39,39,"Chad Campbell",97,87.24,212,243,-0.53,"GIRPercentageLess100yards",2015
40,40,"Tyrone Van Aswegen",58,87.16,95,109,-0.44,"GIRPercentageLess100yards",2015
40,40,"Tim Wilkinson",73,87.16,129,148,-0.51,"GIRPercentageLess100yards",2015
42,42,"Scott Stallings",60,87.06,148,170,-0.55,"GIRPercentageLess100yards",2015
43,43,"Jonathan Randolph",72,87.03,161,185,-0.51,"GIRPercentageLess100yards",2015
