"AveragePuttingDistanceGIR3PlusPutts_RANKTHISWEEK_2006","AveragePuttingDistanceGIR3PlusPutts_RANKLASTWEEK_2006","AveragePuttingDistanceGIR3PlusPutts_PLAYERNAME_2006","AveragePuttingDistanceGIR3PlusPutts_ROUNDS_2006","AveragePuttingDistanceGIR3PlusPutts_AVG_2006","AveragePuttingDistanceGIR3PlusPutts_DISTANCEFEET_2006","AveragePuttingDistanceGIR3PlusPutts_TOTALPUTTS_2006","stat_name","year"
49,49,"Steve Elkington",52,NA,110.083,3,"AveragePuttingDistanceGIR3PlusPutts",2006
50,50,"Jeff Overton",95,NA,73.167,2,"AveragePuttingDistanceGIR3PlusPutts",2006
51,51,"Jerry Kelly",100,NA,36.25,1,"AveragePuttingDistanceGIR3PlusPutts",2006
52,52,"Jon Mills",68,NA,35.417,1,"AveragePuttingDistanceGIR3PlusPutts",2006
52,52,"Mark Wilson",79,NA,70.833,2,"AveragePuttingDistanceGIR3PlusPutts",2006
54,54,"Arjun Atwal",97,NA,69.667,2,"AveragePuttingDistanceGIR3PlusPutts",2006
55,55,"Briny Baird",81,NA,34.417,1,"AveragePuttingDistanceGIR3PlusPutts",2006
56,56,"Nick Watney",97,NA,101.917,3,"AveragePuttingDistanceGIR3PlusPutts",2006
57,57,"Mathew Goggin",72,NA,31.917,1,"AveragePuttingDistanceGIR3PlusPutts",2006
58,58,"John Daly",51,NA,62.917,2,"AveragePuttingDistanceGIR3PlusPutts",2006
59,59,"Joe Ogilvie",95,NA,93.083,3,"AveragePuttingDistanceGIR3PlusPutts",2006
60,60,"Steve Flesch",119,NA,30.75,1,"AveragePuttingDistanceGIR3PlusPutts",2006
61,61,"Jonathan Kaye",95,NA,58.667,2,"AveragePuttingDistanceGIR3PlusPutts",2006
62,62,"Zach Johnson",98,NA,57.333,2,"AveragePuttingDistanceGIR3PlusPutts",2006
63,63,"Paul Azinger",87,NA,28,1,"AveragePuttingDistanceGIR3PlusPutts",2006
64,64,"David Duval",71,NA,24.75,1,"AveragePuttingDistanceGIR3PlusPutts",2006
65,65,"Thomas Levet",53,NA,22.333,1,"AveragePuttingDistanceGIR3PlusPutts",2006
66,66,"JJ Henry",96,NA,21.5,1,"AveragePuttingDistanceGIR3PlusPutts",2006
67,67,"Robert Damron",91,NA,21.25,1,"AveragePuttingDistanceGIR3PlusPutts",2006
68,68,"John Senden",96,NA,40.917,2,"AveragePuttingDistanceGIR3PlusPutts",2006
69,69,"Tim Petrovic",95,NA,20.417,1,"AveragePuttingDistanceGIR3PlusPutts",2006
70,70,"Richard Johnson",94,NA,20.333,1,"AveragePuttingDistanceGIR3PlusPutts",2006
71,71,"David McKenzie",82,NA,18.417,1,"AveragePuttingDistanceGIR3PlusPutts",2006
72,72,"Rich Beem",85,NA,17.25,1,"AveragePuttingDistanceGIR3PlusPutts",2006
73,73,"Peter Lonard",77,NA,16.5,1,"AveragePuttingDistanceGIR3PlusPutts",2006
74,74,"Alex Cejka",93,NA,16.25,1,"AveragePuttingDistanceGIR3PlusPutts",2006
75,75,"Shane Bertsch",104,NA,15.917,1,"AveragePuttingDistanceGIR3PlusPutts",2006
75,75,"Duffy Waldorf",96,NA,15.917,1,"AveragePuttingDistanceGIR3PlusPutts",2006
77,77,"Ron Whittaker",81,NA,14.167,1,"AveragePuttingDistanceGIR3PlusPutts",2006
78,78,"Ian Poulter",53,NA,12.25,1,"AveragePuttingDistanceGIR3PlusPutts",2006
79,79,"Troy Matteson",101,NA,10.75,1,"AveragePuttingDistanceGIR3PlusPutts",2006
80,80,"Tim Clark",80,NA,9.167,1,"AveragePuttingDistanceGIR3PlusPutts",2006
81,81,"Kirk Triplett",58,NA,4.917,1,"AveragePuttingDistanceGIR3PlusPutts",2006
