"GIRPercentage175200yards_RANKTHISWEEK_2013","GIRPercentage175200yards_RANKLASTWEEK_2013","GIRPercentage175200yards_PLAYERNAME_2013","GIRPercentage175200yards_ROUNDS_2013","GIRPercentage175200yards_Pct_2013","GIRPercentage175200yards_GREENSHIT_2013","GIRPercentage175200yards_TOTALHOLES_2013","GIRPercentage175200yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Henrik Stenson",65,65.52,95,145,-0.12,"GIRPercentage175200yards",2013
2,2,"Boo Weekley",100,64.73,189,292,-0.12,"GIRPercentage175200yards",2013
3,3,"Sergio Garcia",65,64.6,104,161,-0.16,"GIRPercentage175200yards",2013
4,4,"Rory McIlroy",56,63.39,71,112,-0.1,"GIRPercentage175200yards",2013
5,5,"Keegan Bradley",88,62.67,136,217,-0.16,"GIRPercentage175200yards",2013
6,6,"Steve Stricker",51,62.63,62,99,-0.18,"GIRPercentage175200yards",2013
7,7,"Graham DeLaet",94,61.67,177,287,-0.13,"GIRPercentage175200yards",2013
8,8,"Ian Poulter",59,61.54,64,104,-0.17,"GIRPercentage175200yards",2013
8,8,"Bubba Watson",76,61.54,88,143,-0.11,"GIRPercentage175200yards",2013
10,10,"Jim Furyk",80,61.13,151,247,-0.17,"GIRPercentage175200yards",2013
11,11,"Adam Scott",61,61.11,88,144,-0.08,"GIRPercentage175200yards",2013
12,12,"Ricky Barnes",74,61.07,149,244,-0.13,"GIRPercentage175200yards",2013
13,13,"Jason Kokrak",78,61.06,138,226,-0.1,"GIRPercentage175200yards",2013
14,14,"Michael Bradley",56,60.87,98,161,-0.1,"GIRPercentage175200yards",2013
15,15,"Justin Rose",62,60.71,85,140,-0.11,"GIRPercentage175200yards",2013
16,16,"John Merrick",79,60.67,145,239,-0.1,"GIRPercentage175200yards",2013
17,17,"Morgan Hoffmann",64,60.48,101,167,-0.21,"GIRPercentage175200yards",2013
18,18,"Nicholas Thompson",99,60.14,166,276,-0.12,"GIRPercentage175200yards",2013
19,19,"Bill Haas",85,60,138,230,-0.16,"GIRPercentage175200yards",2013
19,19,"John Senden",79,60,132,220,-0.09,"GIRPercentage175200yards",2013
21,21,"Stewart Cink",71,59.9,121,202,-0.12,"GIRPercentage175200yards",2013
22,22,"Matt Kuchar",93,59.73,132,221,-0.1,"GIRPercentage175200yards",2013
23,23,"Lucas Glover",65,59.67,108,181,-0.06,"GIRPercentage175200yards",2013
24,24,"Cameron Percy",68,59.5,119,200,-0.07,"GIRPercentage175200yards",2013
25,25,"John Huh",88,59.47,157,264,-0.18,"GIRPercentage175200yards",2013
26,26,"Camilo Villegas",79,59.43,126,212,-0.12,"GIRPercentage175200yards",2013
27,27,"Jim Herman",59,59.42,82,138,-0.07,"GIRPercentage175200yards",2013
28,28,"Bob Estes",66,59.34,143,241,-0.15,"GIRPercentage175200yards",2013
29,29,"Martin Kaymer",61,59.33,89,150,-0.15,"GIRPercentage175200yards",2013
30,30,"Kyle Stanley",71,59.26,112,189,-0.06,"GIRPercentage175200yards",2013
31,31,"Robert Garrigus",69,58.82,90,153,-0.21,"GIRPercentage175200yards",2013
31,31,"Ben Kohles",75,58.82,140,238,-0.11,"GIRPercentage175200yards",2013
31,31,"Pat Perez",69,58.82,140,238,-0.07,"GIRPercentage175200yards",2013
34,34,"Rory Sabbatini",86,58.8,127,216,-0.13,"GIRPercentage175200yards",2013
35,35,"Nick Watney",88,58.77,134,228,-0.1,"GIRPercentage175200yards",2013
36,36,"Martin Flores",83,58.65,156,266,-0.12,"GIRPercentage175200yards",2013
