"ClubHeadSpeed_RANKTHISWEEK_2013","ClubHeadSpeed_RANKLASTWEEK_2013","ClubHeadSpeed_PLAYERNAME_2013","ClubHeadSpeed_ROUNDS_2013","ClubHeadSpeed_AVG_2013","ClubHeadSpeed_TOTALCLUBHEADSPEED_2013","ClubHeadSpeed_TOTALATTEMPTS_2013","ClubHeadSpeed_FASTESTSPEED_2013","ClubHeadSpeed_SLOWESTSPEED_2013","stat_name","year"
28,28,"Tiger Woods",61,118.3,3667.36,31,121.51,115.13,"ClubHeadSpeed",2013
29,29,"Robert Streb",75,118.27,7332.72,62,121.27,113.42,"ClubHeadSpeed",2013
30,30,"Trevor Immelman",73,118.12,6850.83,58,120.92,114.64,"ClubHeadSpeed",2013
31,31,"Charl Schwartzel",69,118.11,5787.49,49,121.6,115.64,"ClubHeadSpeed",2013
32,32,"Harris English",95,118.07,8382.69,71,122.26,114.25,"ClubHeadSpeed",2013
33,33,"Matt Jones",83,117.81,8246.78,70,121,114.63,"ClubHeadSpeed",2013
34,34,"Pat Perez",69,117.78,7655.93,65,121.17,114.4,"ClubHeadSpeed",2013
35,35,"Patrick Reed",83,117.62,7998.22,68,121.36,114.66,"ClubHeadSpeed",2013
36,36,"James Driscoll",76,117.47,7282.95,62,123.16,113.12,"ClubHeadSpeed",2013
37,37,"Charles Howell III",87,117.32,9502.98,81,122.7,113.93,"ClubHeadSpeed",2013
38,38,"Martin Kaymer",61,117.14,5271.23,45,121.9,113.59,"ClubHeadSpeed",2013
39,39,"Greg Owen",73,117.12,7612.99,65,122.55,108.72,"ClubHeadSpeed",2013
40,40,"Stewart Cink",71,117.1,4801.07,41,122.24,110.36,"ClubHeadSpeed",2013
41,41,"Lucas Glover",65,117.03,5734.66,49,119.94,113.3,"ClubHeadSpeed",2013
42,42,"Kevin Chappell",80,117.01,6786.37,58,123.3,113.66,"ClubHeadSpeed",2013
43,43,"Steven Bowditch",67,116.94,6899.4,59,120.36,114.63,"ClubHeadSpeed",2013
44,44,"Martin Laird",68,116.93,5378.89,46,119.28,114.13,"ClubHeadSpeed",2013
45,45,"Sean OHair",56,116.81,4672.21,40,121.41,113.61,"ClubHeadSpeed",2013
46,46,"Shawn Stefani",63,116.58,5129.45,44,121.28,113.99,"ClubHeadSpeed",2013
47,47,"Ryan Palmer",79,116.54,7342.31,63,119.2,113.47,"ClubHeadSpeed",2013
48,48,"Charley Hoffman",84,116.47,8851.38,76,120.35,111.19,"ClubHeadSpeed",2013
49,49,"Scott Piercy",78,116.43,6171,53,119.57,112.74,"ClubHeadSpeed",2013
50,50,"Ricky Barnes",74,116.33,6863.23,59,119.53,112.35,"ClubHeadSpeed",2013
51,51,"Marc Leishman",77,116.29,7442.86,64,119.85,112.5,"ClubHeadSpeed",2013
52,52,"Phil Mickelson",78,116.25,3022.46,26,119.67,111.53,"ClubHeadSpeed",2013
53,53,"George McNeill",68,116.18,6970.63,60,121.5,112.3,"ClubHeadSpeed",2013
54,54,"Jim Herman",59,116.12,4412.57,38,118.94,113.75,"ClubHeadSpeed",2013
55,55,"Brendon de Jonge",110,115.95,10551.16,91,120.12,113.44,"ClubHeadSpeed",2013
56,56,"John Senden",79,115.84,6950.62,60,122.45,112.34,"ClubHeadSpeed",2013
57,57,"Lee Westwood",70,115.8,6484.87,56,118.74,113.94,"ClubHeadSpeed",2013
58,58,"Cameron Tringale",80,115.78,7988.69,69,122.62,112.65,"ClubHeadSpeed",2013
59,59,"Brad Fritsch",81,115.66,8211.51,71,121.53,112.56,"ClubHeadSpeed",2013
60,60,"Rickie Fowler",75,115.64,6822.56,59,119.47,112.8,"ClubHeadSpeed",2013
61,61,"Steve LeBrun",66,115.51,5891.12,51,119.19,109.92,"ClubHeadSpeed",2013
62,62,"John Rollins",77,115.45,7735.04,67,121.04,111.75,"ClubHeadSpeed",2013
63,63,"Justin Rose",62,115.15,4606.15,40,117.89,112.14,"ClubHeadSpeed",2013
64,64,"Kevin Stadler",83,114.94,8390.85,73,119.79,109.03,"ClubHeadSpeed",2013
65,65,"Andres Romero",63,114.93,5401.49,47,118.13,111.8,"ClubHeadSpeed",2013
66,66,"Bill Haas",85,114.86,8040.48,70,117.49,111.71,"ClubHeadSpeed",2013
67,67,"Troy Matteson",68,114.8,6314.16,55,117.08,112.11,"ClubHeadSpeed",2013
68,68,"Ryo Ishikawa",72,114.55,6414.53,56,118.85,111.02,"ClubHeadSpeed",2013
69,69,"Josh Teater",86,114.48,6983.55,61,118.34,111.26,"ClubHeadSpeed",2013
70,70,"Brendan Steele",86,114.43,8582.27,75,119.36,110.13,"ClubHeadSpeed",2013
71,71,"Freddie Jacobson",63,114.42,5606.64,49,117.64,110.57,"ClubHeadSpeed",2013
72,72,"Boo Weekley",100,114.39,9951.54,87,120.85,111.13,"ClubHeadSpeed",2013
73,73,"Padraig Harrington",52,114.38,3660.22,32,120.99,111.87,"ClubHeadSpeed",2013
74,74,"Henrik Norlander",70,114.33,6288.11,55,118.29,111.57,"ClubHeadSpeed",2013
75,75,"James Hahn",78,114.3,7543.86,66,120.7,111.26,"ClubHeadSpeed",2013
76,76,"Tom Gillis",69,114.14,6962.31,61,117.41,111.71,"ClubHeadSpeed",2013
77,77,"Cameron Percy",68,114.13,6391.52,56,117.51,110.36,"ClubHeadSpeed",2013
78,78,"Morgan Hoffmann",64,114.12,6048.48,53,117.88,109.56,"ClubHeadSpeed",2013
79,79,"Scott Brown",65,114.1,6503.66,57,118.93,110.66,"ClubHeadSpeed",2013
80,80,"Geoff Ogilvy",57,114.08,4677.27,41,118.22,106.63,"ClubHeadSpeed",2013
81,81,"Erik Compton",74,114.06,7185.82,63,118.73,110.75,"ClubHeadSpeed",2013
82,82,"JJ Henry",83,114.04,6158.32,54,116.83,110.85,"ClubHeadSpeed",2013
83,83,"Sangmoon Bae",83,114,8322.2,73,119.68,110.22,"ClubHeadSpeed",2013
83,83,"Kevin Streelman",86,114,8093.83,71,117.52,105.84,"ClubHeadSpeed",2013
85,85,"Russell Henley",80,113.98,7408.61,65,118.87,104.71,"ClubHeadSpeed",2013
86,86,"Brandt Jobe",62,113.97,5698.71,50,115.97,110.24,"ClubHeadSpeed",2013
87,87,"Michael Bradley",56,113.93,4215.32,37,117.34,111.58,"ClubHeadSpeed",2013
88,88,"Robert Karlsson",56,113.88,4327.51,38,116.64,110.3,"ClubHeadSpeed",2013
89,89,"Camilo Villegas",79,113.77,7394.78,65,116.71,110.63,"ClubHeadSpeed",2013
90,90,"Carl Pettersson",82,113.71,7163.67,63,119.86,110.9,"ClubHeadSpeed",2013
91,91,"Jeff Overton",78,113.58,8404.67,74,117.1,109.93,"ClubHeadSpeed",2013
92,92,"Webb Simpson",92,113.56,7381.25,65,116.75,109.7,"ClubHeadSpeed",2013
93,93,"DJ Trahan",48,113.5,4085.88,36,117.13,107.52,"ClubHeadSpeed",2013
94,94,"Rory Sabbatini",86,113.39,8391.15,74,116.54,110.23,"ClubHeadSpeed",2013
95,95,"Chad Campbell",78,113.29,7703.61,68,117.3,110.18,"ClubHeadSpeed",2013
96,96,"Matt Every",89,113.24,9965.02,88,117.98,109.33,"ClubHeadSpeed",2013
97,97,"Nicholas Thompson",99,113.22,9849.95,87,116.69,108.61,"ClubHeadSpeed",2013
98,98,"Peter Hanson",45,113.18,3847.95,34,117.9,109.9,"ClubHeadSpeed",2013
98,98,"John Merrick",79,113.18,7469.99,66,115.37,110.12,"ClubHeadSpeed",2013
100,100,"Bo Van Pelt",72,113.13,5995.91,53,116.13,109.99,"ClubHeadSpeed",2013
101,101,"Billy Horschel",96,113.08,8933.48,79,116.73,108.48,"ClubHeadSpeed",2013
102,102,"Luke Guthrie",82,112.94,7792.73,69,115.82,109.83,"ClubHeadSpeed",2013
103,103,"Tommy Gainey",84,112.79,8459.12,75,116.38,107.97,"ClubHeadSpeed",2013
104,104,"Roberto Castro",97,112.56,8892.6,79,115.42,109.37,"ClubHeadSpeed",2013
105,105,"Chris Kirk",89,112.55,8891.79,79,116.77,108.32,"ClubHeadSpeed",2013
106,106,"Hunter Mahan",91,112.42,7644.51,68,118.75,109.99,"ClubHeadSpeed",2013
107,107,"Fabian Gomez",65,112.41,6295.09,56,118.77,108.86,"ClubHeadSpeed",2013
108,108,"Scott Gardiner",61,112.39,6181.6,55,117.17,107.41,"ClubHeadSpeed",2013
109,109,"Stuart Appleby",88,112.35,8538.36,76,115.11,107.49,"ClubHeadSpeed",2013
110,110,"Jason Dufner",78,112.32,7413.37,66,117.6,106.87,"ClubHeadSpeed",2013
111,111,"Ian Poulter",59,112.26,4041.31,36,115.88,109.01,"ClubHeadSpeed",2013
112,112,"Andrew Svoboda",46,112.25,4153.35,37,115.68,108.46,"ClubHeadSpeed",2013
113,113,"Jonas Blixt",76,112.05,8067.63,72,116.47,107.86,"ClubHeadSpeed",2013
114,114,"Robert Allenby",58,111.98,5262.98,47,115.34,106.14,"ClubHeadSpeed",2013
115,115,"Jordan Spieth",82,111.93,7947.04,71,114.61,109.23,"ClubHeadSpeed",2013
116,116,"Vijay Singh",61,111.92,5372.06,48,115.57,108.6,"ClubHeadSpeed",2013
117,117,"Tim Herron",45,111.9,4587.73,41,115.52,109.08,"ClubHeadSpeed",2013
118,118,"Alistair Presnell",59,111.83,5367.6,48,115.38,108.75,"ClubHeadSpeed",2013
119,119,"Ernie Els",63,111.79,5030.6,45,114.96,108.69,"ClubHeadSpeed",2013
120,120,"Michael Thompson",66,111.62,5692.77,51,115.58,108.07,"ClubHeadSpeed",2013
121,121,"Daniel Summerhays",83,111.56,9259.41,83,115.21,107.75,"ClubHeadSpeed",2013
122,122,"YE Yang",56,111.47,4570.37,41,115.4,107.67,"ClubHeadSpeed",2013
123,123,"Rod Pampling",46,111.43,4011.37,36,114.17,108.19,"ClubHeadSpeed",2013
124,124,"David Lingmerth",68,111.39,6794.58,61,114.29,108.18,"ClubHeadSpeed",2013
125,125,"Bob Estes",66,111.09,5665.51,51,113.75,107.18,"ClubHeadSpeed",2013
126,126,"Steve Stricker",51,111.06,3886.97,35,113.65,109.12,"ClubHeadSpeed",2013
127,127,"William McGirt",75,111,7991.65,72,113.85,108.03,"ClubHeadSpeed",2013
128,128,"Brian Harman",89,110.83,8866.01,80,114.19,107.2,"ClubHeadSpeed",2013
129,129,"Ryan Moore",72,110.79,6758.28,61,115.45,107.36,"ClubHeadSpeed",2013
130,130,"Will Claxton",67,110.78,6425.37,58,114.58,107.03,"ClubHeadSpeed",2013
131,131,"John Huh",88,110.76,8417.71,76,114.41,105.6,"ClubHeadSpeed",2013
132,132,"Bud Cauley",67,110.74,5758.61,52,115.39,106.64,"ClubHeadSpeed",2013
133,133,"Matt Kuchar",93,110.7,8413.18,76,113.74,108.11,"ClubHeadSpeed",2013
134,134,"Brandt Snedeker",79,110.59,6524.84,59,113.75,107.68,"ClubHeadSpeed",2013
135,135,"Johnson Wagner",64,110.53,5747.76,52,116.7,106.56,"ClubHeadSpeed",2013
136,136,"Ted Potter Jr",65,110.49,6297.97,57,112.61,108.22,"ClubHeadSpeed",2013
137,137,"Ken Duke",87,110.46,7952.92,72,114.41,105.68,"ClubHeadSpeed",2013
138,138,"Stephen Ames",49,110.39,4415.54,40,113.72,107.68,"ClubHeadSpeed",2013
139,139,"Richard Lee",81,110.38,8057.4,73,115.84,105.94,"ClubHeadSpeed",2013
140,140,"Luke Donald",60,110.27,4961.95,45,113.44,107.72,"ClubHeadSpeed",2013
141,141,"Graeme McDowell",53,110.22,4408.81,40,114.38,106.92,"ClubHeadSpeed",2013
142,142,"Ben Kohles",75,110.17,6830.83,62,114.71,107.2,"ClubHeadSpeed",2013
142,142,"Vaughn Taylor",50,110.17,4296.79,39,114.37,106.65,"ClubHeadSpeed",2013
144,144,"DH Lee",65,110.1,6495.94,59,114.9,103.55,"ClubHeadSpeed",2013
145,145,"Chris Stroud",88,109.81,8784.69,80,114.56,107.23,"ClubHeadSpeed",2013
146,146,"Justin Hicks",79,109.71,6363.32,58,112.18,104.92,"ClubHeadSpeed",2013
147,147,"Jim Furyk",80,109.62,7454.33,68,114.67,105.53,"ClubHeadSpeed",2013
148,148,"DA Points",87,109.54,7448.56,68,113.85,103.91,"ClubHeadSpeed",2013
149,149,"Greg Chalmers",77,109.44,8208.13,75,116.03,104.37,"ClubHeadSpeed",2013
150,150,"Brian Stuard",78,109.39,7329.12,67,112.51,106.74,"ClubHeadSpeed",2013
150,150,"Casey Wittenberg",72,109.39,6891.4,63,114.02,105.88,"ClubHeadSpeed",2013
152,152,"KJ Choi",85,109.38,6562.61,60,113.29,106.46,"ClubHeadSpeed",2013
153,153,"Charlie Wi",75,109.33,7106.65,65,115.39,105.64,"ClubHeadSpeed",2013
154,154,"Mike Weir",60,109.06,4907.75,45,112,106.05,"ClubHeadSpeed",2013
155,155,"David Mathis",71,108.79,6636.49,61,111.82,105.02,"ClubHeadSpeed",2013
156,156,"David Hearn",88,108.67,8367.73,77,113.33,105.17,"ClubHeadSpeed",2013
157,157,"Jason Bohn",70,108.6,7601.74,70,113.23,105.59,"ClubHeadSpeed",2013
158,158,"Scott Langley",79,108.42,6830.57,63,111.11,104.66,"ClubHeadSpeed",2013
159,159,"Ben Crane",62,108.29,5847.74,54,111.11,105,"ClubHeadSpeed",2013
160,160,"Justin Bolli",59,108.24,5087.5,47,112.53,104.96,"ClubHeadSpeed",2013
160,160,"Ben Curtis",59,108.24,5195.29,48,110.57,104.27,"ClubHeadSpeed",2013
162,162,"Bryce Molder",82,108.06,7780.47,72,111.2,104.24,"ClubHeadSpeed",2013
163,163,"David Lynn",70,108.02,6049.17,56,111.28,104.7,"ClubHeadSpeed",2013
164,164,"Zach Johnson",84,108.01,7668.85,71,110.83,104.89,"ClubHeadSpeed",2013
165,165,"Chez Reavie",72,107.86,7873.82,73,111.59,105.51,"ClubHeadSpeed",2013
166,166,"Mark Wilson",56,107.37,5475.83,51,110.17,103.9,"ClubHeadSpeed",2013
167,167,"Brian Davis",91,107.36,9339.89,87,112.78,104.22,"ClubHeadSpeed",2013
168,168,"Doug LaBelle II",72,107.14,6535.49,61,111.31,103.61,"ClubHeadSpeed",2013
169,169,"Aaron Watkins",46,106.93,3849.51,36,110.52,101.79,"ClubHeadSpeed",2013
170,170,"Dicky Pride",71,106.83,6623.28,62,109.57,103.68,"ClubHeadSpeed",2013
171,171,"Justin Leonard",86,106.44,8302.16,78,109.99,103.17,"ClubHeadSpeed",2013
172,172,"Lee Williams",62,106.2,5734.86,54,109.79,103.73,"ClubHeadSpeed",2013
173,173,"Colt Knost",69,105.82,6454.95,61,109.24,102.2,"ClubHeadSpeed",2013
174,174,"David Toms",49,105.73,3277.68,31,112.32,101.27,"ClubHeadSpeed",2013
175,175,"Jerry Kelly",75,105.58,6968.58,66,107.73,102.88,"ClubHeadSpeed",2013
176,176,"Jeff Maggert",63,105.49,6223.77,59,107.42,101.79,"ClubHeadSpeed",2013
177,177,"Brian Gay",79,104.99,7874.19,75,118.84,101.82,"ClubHeadSpeed",2013
178,178,"Darron Stiles",51,104.89,4195.65,40,109.36,101.72,"ClubHeadSpeed",2013
179,179,"Tim Clark",64,104.58,4706.26,45,107.57,101.51,"ClubHeadSpeed",2013
180,180,"Jin Park",52,104.48,4806.3,46,107.85,100.57,"ClubHeadSpeed",2013
