"GIRPercentageLess100yards_RANKTHISWEEK_2005","GIRPercentageLess100yards_RANKLASTWEEK_2005","GIRPercentageLess100yards_PLAYERNAME_2005","GIRPercentageLess100yards_ROUNDS_2005","GIRPercentageLess100yards_Pct_2005","GIRPercentageLess100yards_GREENSHIT_2005","GIRPercentageLess100yards_TOTALHOLES_2005","GIRPercentageLess100yards_RELATIVETOPAR_2005","stat_name","year"
1,1,"David Toms",87,91.48,204,223,-0.52,"GIRPercentageLess100yards",2005
2,2,"Glen Hnatiuk",59,91.03,142,156,-0.48,"GIRPercentageLess100yards",2005
3,3,"Bob Tway",87,90.86,179,197,-0.47,"GIRPercentageLess100yards",2005
4,4,"Dan Forsman",52,90.71,166,183,-0.49,"GIRPercentageLess100yards",2005
5,5,"Tom Lehman",69,90.06,145,161,-0.43,"GIRPercentageLess100yards",2005
6,6,"Steve Elkington",67,90.05,172,191,-0.47,"GIRPercentageLess100yards",2005
7,7,"Jose Maria Olazabal",55,89.63,121,135,-0.55,"GIRPercentageLess100yards",2005
8,8,"Paul Claxton",79,89.36,210,235,-0.4,"GIRPercentageLess100yards",2005
9,9,"Joe Durant",81,89.34,218,244,-0.42,"GIRPercentageLess100yards",2005
10,10,"Stuart Appleby",84,89.12,213,239,-0.49,"GIRPercentageLess100yards",2005
11,11,"Jonathan Byrd",103,88.77,324,365,-0.56,"GIRPercentageLess100yards",2005
12,12,"Loren Roberts",54,88.7,102,115,-0.48,"GIRPercentageLess100yards",2005
13,13,"Olin Browne",99,88.49,223,252,-0.43,"GIRPercentageLess100yards",2005
14,14,"Ian Poulter",62,88.42,84,95,-0.51,"GIRPercentageLess100yards",2005
15,15,"Heath Slocum",103,88.32,295,334,-0.43,"GIRPercentageLess100yards",2005
16,16,"Luke Donald",67,88.18,97,110,-0.46,"GIRPercentageLess100yards",2005
17,17,"Vaughn Taylor",99,87.99,315,358,-0.52,"GIRPercentageLess100yards",2005
18,18,"Jim Furyk",94,87.98,183,208,-0.52,"GIRPercentageLess100yards",2005
19,19,"Tommy Armour III",103,87.96,263,299,-0.46,"GIRPercentageLess100yards",2005
20,20,"Richard Johnson",50,87.92,131,149,-0.5,"GIRPercentageLess100yards",2005
21,21,"Thomas Levet",54,87.91,80,91,-0.45,"GIRPercentageLess100yards",2005
22,22,"Brian Davis",75,87.76,215,245,-0.56,"GIRPercentageLess100yards",2005
22,22,"Stephen Leaney",89,87.76,215,245,-0.49,"GIRPercentageLess100yards",2005
24,24,"Dudley Hart",84,87.73,193,220,-0.53,"GIRPercentageLess100yards",2005
25,25,"Stephen Ames",82,87.71,157,179,-0.52,"GIRPercentageLess100yards",2005
26,26,"Mark Wilson",74,87.69,171,195,-0.46,"GIRPercentageLess100yards",2005
27,27,"Hidemichi Tanaka",106,87.5,273,312,-0.46,"GIRPercentageLess100yards",2005
28,28,"Padraig Harrington",50,87.41,125,143,-0.58,"GIRPercentageLess100yards",2005
29,29,"Tjaart van der Walt",56,87.37,173,198,-0.45,"GIRPercentageLess100yards",2005
30,30,"Robert Damron",89,87.24,212,243,-0.42,"GIRPercentageLess100yards",2005
31,31,"Vijay Singh",111,87.1,385,442,-0.54,"GIRPercentageLess100yards",2005
32,32,"Ryan Palmer",101,87.06,269,309,-0.53,"GIRPercentageLess100yards",2005
32,32,"Chris Smith",93,87.06,296,340,-0.49,"GIRPercentageLess100yards",2005
34,34,"Arjun Atwal",65,86.94,193,222,-0.59,"GIRPercentageLess100yards",2005
35,35,"Robert Allenby",95,86.89,232,267,-0.55,"GIRPercentageLess100yards",2005
35,35,"Sergio Garcia",73,86.89,212,244,-0.51,"GIRPercentageLess100yards",2005
35,35,"Jay Haas",54,86.89,106,122,-0.44,"GIRPercentageLess100yards",2005
38,38,"John Huston",90,86.87,258,297,-0.49,"GIRPercentageLess100yards",2005
39,39,"Cameron Beckman",96,86.76,236,272,-0.49,"GIRPercentageLess100yards",2005
39,39,"Geoff Ogilvy",97,86.76,236,272,-0.5,"GIRPercentageLess100yards",2005
41,41,"Mike Weir",71,86.71,137,158,-0.44,"GIRPercentageLess100yards",2005
42,42,"John Rollins",97,86.67,312,360,-0.55,"GIRPercentageLess100yards",2005
43,43,"Tim Clark",92,86.64,214,247,-0.52,"GIRPercentageLess100yards",2005
44,44,"Shaun Micheel",81,86.63,175,202,-0.5,"GIRPercentageLess100yards",2005
45,45,"Dean Wilson",86,86.58,200,231,-0.56,"GIRPercentageLess100yards",2005
46,46,"Scott Verplank",87,86.51,186,215,-0.54,"GIRPercentageLess100yards",2005
47,47,"Brett Wetterich",76,86.42,280,324,-0.46,"GIRPercentageLess100yards",2005
48,48,"Chris DiMarco",83,86.41,178,206,-0.46,"GIRPercentageLess100yards",2005
49,49,"Michael Long",72,86.36,209,242,-0.47,"GIRPercentageLess100yards",2005
50,50,"Andrew Magee",82,86.33,221,256,-0.49,"GIRPercentageLess100yards",2005
51,51,"Nick Watney",91,86.32,265,307,-0.59,"GIRPercentageLess100yards",2005
52,52,"Jeff Brehaut",71,86.28,195,226,-0.54,"GIRPercentageLess100yards",2005
52,52,"Tim Petrovic",97,86.28,239,277,-0.52,"GIRPercentageLess100yards",2005
54,54,"Carl Pettersson",109,86.25,276,320,-0.51,"GIRPercentageLess100yards",2005
55,55,"Steve Lowery",100,86.15,280,325,-0.52,"GIRPercentageLess100yards",2005
56,56,"Tag Ridings",93,86.13,298,346,-0.53,"GIRPercentageLess100yards",2005
57,57,"Arron Oberholser",65,86.11,155,180,-0.47,"GIRPercentageLess100yards",2005
58,58,"Brett Quigley",96,86.08,266,309,-0.52,"GIRPercentageLess100yards",2005
59,59,"Billy Mayfair",114,86.07,309,359,-0.58,"GIRPercentageLess100yards",2005
60,60,"Craig Barlow",81,86.06,216,251,-0.47,"GIRPercentageLess100yards",2005
61,61,"Matt Gogel",78,86.05,185,215,-0.44,"GIRPercentageLess100yards",2005
62,62,"Lee Janzen",75,86.01,166,193,-0.49,"GIRPercentageLess100yards",2005
63,63,"Tom Byrum",83,86,172,200,-0.44,"GIRPercentageLess100yards",2005
64,64,"Bernhard Langer",67,85.92,122,142,-0.48,"GIRPercentageLess100yards",2005
