"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2009","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2009","GIRPercentagefromOtherthanFairway_PLAYERNAME_2009","GIRPercentagefromOtherthanFairway_ROUNDS_2009","GIRPercentagefromOtherthanFairway_Pct_2009","GIRPercentagefromOtherthanFairway_GREENSHIT_2009","GIRPercentagefromOtherthanFairway_OFHOLES_2009","stat_name","year"
73,73,"Brian Vranesh",51,51.46,123,239,"GIRPercentagefromOtherthanFairway",2009
74,74,"Kris Blanks",60,51.39,129,251,"GIRPercentagefromOtherthanFairway",2009
75,75,"Will Ma Kenzie",69,51.38,168,327,"GIRPercentagefromOtherthanFairway",2009
76,76,"Boo Weekley",79,51.32,175,341,"GIRPercentagefromOtherthanFairway",2009
77,77,"Ben Curtis",63,51.31,157,306,"GIRPercentagefromOtherthanFairway",2009
78,78,"DA Points",99,51.22,210,410,"GIRPercentagefromOtherthanFairway",2009
79,79,"Tom Lehman",55,51.2,107,209,"GIRPercentagefromOtherthanFairway",2009
80,80,"Mark Calcavecchia",72,51.15,200,391,"GIRPercentagefromOtherthanFairway",2009
81,81,"Joe Ogilvie",85,51.12,250,489,"GIRPercentagefromOtherthanFairway",2009
82,82,"Kevin Sutherland",96,51.11,253,495,"GIRPercentagefromOtherthanFairway",2009
83,83,"Ryan Moore",89,51.1,209,409,"GIRPercentagefromOtherthanFairway",2009
84,84,"Rocco Mediate",79,51.07,191,374,"GIRPercentagefromOtherthanFairway",2009
85,85,"Jimmy Walker",74,51.03,224,439,"GIRPercentagefromOtherthanFairway",2009
86,86,"Angel Cabrera",55,50.95,187,367,"GIRPercentagefromOtherthanFairway",2009
87,87,"George McNeill",82,50.91,224,440,"GIRPercentagefromOtherthanFairway",2009
88,88,"Scott Verplank",88,50.89,171,336,"GIRPercentagefromOtherthanFairway",2009
89,89,"Harrison Frazar",93,50.88,288,566,"GIRPercentagefromOtherthanFairway",2009
89,89,"David Mathis",82,50.88,202,397,"GIRPercentagefromOtherthanFairway",2009
91,91,"Jason Bohn",88,50.83,184,362,"GIRPercentagefromOtherthanFairway",2009
91,91,"Anthony Kim",76,50.83,245,482,"GIRPercentagefromOtherthanFairway",2009
93,93,"Cameron Beckman",87,50.8,222,437,"GIRPercentagefromOtherthanFairway",2009
94,94,"Joe Durant",62,50.78,98,193,"GIRPercentagefromOtherthanFairway",2009
95,95,"Brendon de Jonge",90,50.77,231,455,"GIRPercentagefromOtherthanFairway",2009
95,95,"Jason Gore",74,50.77,165,325,"GIRPercentagefromOtherthanFairway",2009
97,97,"Rick Price",54,50.69,110,217,"GIRPercentagefromOtherthanFairway",2009
98,98,"JB Holmes",74,50.65,273,539,"GIRPercentagefromOtherthanFairway",2009
99,99,"Chez Reavie",81,50.62,163,322,"GIRPercentagefromOtherthanFairway",2009
100,100,"Jerry Kelly",90,50.5,203,402,"GIRPercentagefromOtherthanFairway",2009
100,100,"Johnson Wagner",81,50.5,203,402,"GIRPercentagefromOtherthanFairway",2009
102,102,"Kenny Perry",92,50.48,212,420,"GIRPercentagefromOtherthanFairway",2009
103,103,"Charlie Wi",92,50.47,214,424,"GIRPercentagefromOtherthanFairway",2009
104,104,"Stephen Ames",77,50.41,183,363,"GIRPercentagefromOtherthanFairway",2009
105,105,"Michael Letzig",96,50.4,254,504,"GIRPercentagefromOtherthanFairway",2009
106,106,"Bill Lunde",83,50.37,204,405,"GIRPercentagefromOtherthanFairway",2009
107,107,"Peter Tomasulo",61,50.36,139,276,"GIRPercentagefromOtherthanFairway",2009
108,108,"Tim Petrovic",97,50.34,221,439,"GIRPercentagefromOtherthanFairway",2009
109,109,"Ernie Els",70,50.31,164,326,"GIRPercentagefromOtherthanFairway",2009
110,110,"John Mallinger",90,50.27,187,372,"GIRPercentagefromOtherthanFairway",2009
111,111,"Ian Poulter",59,50.18,137,273,"GIRPercentagefromOtherthanFairway",2009
112,112,"Matt Bettencourt",98,50.09,283,565,"GIRPercentagefromOtherthanFairway",2009
113,113,"Mark Brooks",55,50,95,190,"GIRPercentagefromOtherthanFairway",2009
113,113,"Patrick Sheehan",51,50,88,176,"GIRPercentagefromOtherthanFairway",2009
115,115,"Freddie Jacobson",83,49.89,233,467,"GIRPercentagefromOtherthanFairway",2009
116,116,"Webb Simpson",94,49.81,264,530,"GIRPercentagefromOtherthanFairway",2009
117,117,"Rory Sabbatini",81,49.79,234,470,"GIRPercentagefromOtherthanFairway",2009
118,118,"Marc Turnesa",77,49.73,181,364,"GIRPercentagefromOtherthanFairway",2009
119,119,"Nathan Green",104,49.64,272,548,"GIRPercentagefromOtherthanFairway",2009
119,119,"Phil Mickelson",66,49.64,209,421,"GIRPercentagefromOtherthanFairway",2009
121,121,"Mark Wilson",99,49.51,202,408,"GIRPercentagefromOtherthanFairway",2009
122,122,"Kevin Stadler",65,49.5,148,299,"GIRPercentagefromOtherthanFairway",2009
123,123,"Nick OHern",90,49.46,183,370,"GIRPercentagefromOtherthanFairway",2009
124,124,"JJ Henry",97,49.4,248,502,"GIRPercentagefromOtherthanFairway",2009
125,125,"Brian Davis",103,49.34,225,456,"GIRPercentagefromOtherthanFairway",2009
126,126,"Tim Herron",87,49.21,248,504,"GIRPercentagefromOtherthanFairway",2009
127,127,"Gary Woodland",53,49.19,151,307,"GIRPercentagefromOtherthanFairway",2009
128,128,"Leif Olson",51,49.14,143,291,"GIRPercentagefromOtherthanFairway",2009
129,129,"Carl Pettersson",86,49.02,251,512,"GIRPercentagefromOtherthanFairway",2009
130,130,"Lee Janzen",74,49.01,174,355,"GIRPercentagefromOtherthanFairway",2009
131,131,"Jeff Klauk",97,48.95,186,380,"GIRPercentagefromOtherthanFairway",2009
132,132,"Steve Elkington",70,48.85,149,305,"GIRPercentagefromOtherthanFairway",2009
133,133,"Vaughn Taylor",88,48.59,190,391,"GIRPercentagefromOtherthanFairway",2009
134,134,"Tim Clark",81,48.58,137,282,"GIRPercentagefromOtherthanFairway",2009
135,135,"Stuart Appleby",79,48.54,216,445,"GIRPercentagefromOtherthanFairway",2009
136,136,"Bob Heintz",59,48.46,126,260,"GIRPercentagefromOtherthanFairway",2009
137,137,"Billy Mayfair",83,48.41,168,347,"GIRPercentagefromOtherthanFairway",2009
138,138,"Matt Kuchar",82,48.2,187,388,"GIRPercentagefromOtherthanFairway",2009
139,139,"Chris DiMarco",97,48.14,207,430,"GIRPercentagefromOtherthanFairway",2009
140,140,"Zach Johnson",94,48.1,177,368,"GIRPercentagefromOtherthanFairway",2009
141,141,"Pat Perez",74,47.99,179,373,"GIRPercentagefromOtherthanFairway",2009
142,142,"Scott McCarron",91,47.93,162,338,"GIRPercentagefromOtherthanFairway",2009
143,143,"Peter Lonard",86,47.91,183,382,"GIRPercentagefromOtherthanFairway",2009
143,143,"Aron Price",89,47.91,195,407,"GIRPercentagefromOtherthanFairway",2009
145,145,"Adam Scott",53,47.84,144,301,"GIRPercentagefromOtherthanFairway",2009
146,146,"Justin Leonard",95,47.74,190,398,"GIRPercentagefromOtherthanFairway",2009
146,146,"Heath Slocum",95,47.74,169,354,"GIRPercentagefromOtherthanFairway",2009
148,148,"Brandt Snedeker",81,47.68,154,323,"GIRPercentagefromOtherthanFairway",2009
149,149,"Parker McLachlin",71,47.46,215,453,"GIRPercentagefromOtherthanFairway",2009
150,150,"Retief Goosen",74,47.45,195,411,"GIRPercentagefromOtherthanFairway",2009
150,150,"Paul Goydos",79,47.45,158,333,"GIRPercentagefromOtherthanFairway",2009
152,152,"Greg Kraft",51,47.08,113,240,"GIRPercentagefromOtherthanFairway",2009
153,153,"Ryan Palmer",78,47.04,199,423,"GIRPercentagefromOtherthanFairway",2009
154,154,"Richard Johnson",85,47.01,173,368,"GIRPercentagefromOtherthanFairway",2009
155,155,"David Duval",56,47,180,383,"GIRPercentagefromOtherthanFairway",2009
156,156,"Mathew Goggin",76,46.99,164,349,"GIRPercentagefromOtherthanFairway",2009
157,157,"Steve Lowery",83,46.98,187,398,"GIRPercentagefromOtherthanFairway",2009
157,157,"John Merrick",91,46.98,210,447,"GIRPercentagefromOtherthanFairway",2009
159,159,"Colt Knost",71,46.97,124,264,"GIRPercentagefromOtherthanFairway",2009
160,160,"Darron Stiles",52,46.88,90,192,"GIRPercentagefromOtherthanFairway",2009
161,161,"Jeff Overton",92,46.82,265,566,"GIRPercentagefromOtherthanFairway",2009
162,162,"Aaron Baddeley",66,46.72,185,396,"GIRPercentagefromOtherthanFairway",2009
163,163,"Mike Weir",85,46.4,200,431,"GIRPercentagefromOtherthanFairway",2009
164,164,"Matt Weibring",65,46.37,134,289,"GIRPercentagefromOtherthanFairway",2009
165,165,"James Nitties",86,46.26,198,428,"GIRPercentagefromOtherthanFairway",2009
166,166,"Ken Duke",87,46.04,209,454,"GIRPercentagefromOtherthanFairway",2009
167,167,"Bob Estes",78,45.98,160,348,"GIRPercentagefromOtherthanFairway",2009
168,168,"Cliff Kresge",78,45.82,159,347,"GIRPercentagefromOtherthanFairway",2009
169,169,"Todd Hamilton",83,45.75,183,400,"GIRPercentagefromOtherthanFairway",2009
170,170,"Derek Fathauer",63,45.64,157,344,"GIRPercentagefromOtherthanFairway",2009
171,171,"Padraig Harrington",66,45.34,185,408,"GIRPercentagefromOtherthanFairway",2009
172,172,"Luke Donald",79,45.11,180,399,"GIRPercentagefromOtherthanFairway",2009
173,173,"Ryuji Imada",85,44.96,205,456,"GIRPercentagefromOtherthanFairway",2009
174,174,"KJ Choi",65,44.83,130,290,"GIRPercentagefromOtherthanFairway",2009
175,175,"Jim Furyk",86,44.16,155,351,"GIRPercentagefromOtherthanFairway",2009
176,176,"Bryce Molder",69,44.14,128,290,"GIRPercentagefromOtherthanFairway",2009
177,177,"Dean Wilson",81,43.46,166,382,"GIRPercentagefromOtherthanFairway",2009
178,178,"Corey Pavin",73,42.75,112,262,"GIRPercentagefromOtherthanFairway",2009
179,179,"Brendon Todd",53,41.85,113,270,"GIRPercentagefromOtherthanFairway",2009
180,180,"Jeff Quinney",78,41.03,144,351,"GIRPercentagefromOtherthanFairway",2009
181,181,"Eric Axley",71,40.79,186,456,"GIRPercentagefromOtherthanFairway",2009
182,182,"Bart Bryant",58,40.28,85,211,"GIRPercentagefromOtherthanFairway",2009
183,183,"Brian Gay",96,40.06,143,357,"GIRPercentagefromOtherthanFairway",2009
184,184,"Brad Faxon",59,36.01,121,336,"GIRPercentagefromOtherthanFairway",2009
