"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2006","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2006","BirdieorBetterPercentage175200ya_PLAYERNAME_2006","BirdieorBetterPercentage175200ya_ROUNDS_2006","BirdieorBetterPercentage175200ya_Pct_2006","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2006","BirdieorBetterPercentage175200ya_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,27.78,30,108,"BirdieorBetterPercentage175200ya",2006
2,2,"Bob May",65,23.4,33,141,"BirdieorBetterPercentage175200ya",2006
3,3,"Jonathan Byrd",66,20.89,33,158,"BirdieorBetterPercentage175200ya",2006
4,4,"Bubba Watson",83,20.21,38,188,"BirdieorBetterPercentage175200ya",2006
5,5,"David Duval",71,19.41,33,170,"BirdieorBetterPercentage175200ya",2006
6,6,"Vijay Singh",103,19.07,45,236,"BirdieorBetterPercentage175200ya",2006
7,7,"Fred Couples",52,18.87,20,106,"BirdieorBetterPercentage175200ya",2006
8,8,"JB Holmes",81,18.54,28,151,"BirdieorBetterPercentage175200ya",2006
9,9,"Adam Scott",70,18.47,29,157,"BirdieorBetterPercentage175200ya",2006
10,10,"Ted Purdy",103,17.87,42,235,"BirdieorBetterPercentage175200ya",2006
11,11,"Vaughn Taylor",88,17.72,42,237,"BirdieorBetterPercentage175200ya",2006
12,12,"Greg Owen",79,17.68,32,181,"BirdieorBetterPercentage175200ya",2006
13,13,"Steve Stricker",64,17.14,24,140,"BirdieorBetterPercentage175200ya",2006
14,14,"Daniel Chopra",110,17.11,45,263,"BirdieorBetterPercentage175200ya",2006
15,15,"Retief Goosen",68,16.95,20,118,"BirdieorBetterPercentage175200ya",2006
16,16,"Robert Allenby",79,16.91,35,207,"BirdieorBetterPercentage175200ya",2006
17,17,"Camilo Villegas",95,16.53,40,242,"BirdieorBetterPercentage175200ya",2006
18,18,"Marco Dawson",87,16.28,35,215,"BirdieorBetterPercentage175200ya",2006
19,19,"Joe Ogilvie",95,16.07,36,224,"BirdieorBetterPercentage175200ya",2006
19,19,"John Rollins",93,16.07,36,224,"BirdieorBetterPercentage175200ya",2006
21,21,"Geoff Ogilvy",76,16.03,25,156,"BirdieorBetterPercentage175200ya",2006
22,22,"Robert Garrigus",85,15.91,28,176,"BirdieorBetterPercentage175200ya",2006
23,23,"Lucas Glover",105,15.77,35,222,"BirdieorBetterPercentage175200ya",2006
24,24,"Stewart Cink",93,15.6,34,218,"BirdieorBetterPercentage175200ya",2006
25,25,"Charles Warren",93,15.45,34,220,"BirdieorBetterPercentage175200ya",2006
26,26,"Brent Geiberger",99,15.36,41,267,"BirdieorBetterPercentage175200ya",2006
27,27,"Rory Sabbatini",84,15.35,33,215,"BirdieorBetterPercentage175200ya",2006
28,28,"Sergio Garcia",59,15.32,17,111,"BirdieorBetterPercentage175200ya",2006
29,29,"Chris DiMarco",83,15.31,32,209,"BirdieorBetterPercentage175200ya",2006
30,30,"KJ Choi",93,15.3,41,268,"BirdieorBetterPercentage175200ya",2006
31,31,"Jesper Parnevik",84,15.25,34,223,"BirdieorBetterPercentage175200ya",2006
32,32,"Bill Haas",99,15.22,42,276,"BirdieorBetterPercentage175200ya",2006
33,33,"Ian Leggatt",80,15.2,31,204,"BirdieorBetterPercentage175200ya",2006
34,34,"Harrison Frazar",95,15.1,29,192,"BirdieorBetterPercentage175200ya",2006
34,34,"Jason Gore",86,15.1,29,192,"BirdieorBetterPercentage175200ya",2006
36,36,"Larry Mize",53,15.08,19,126,"BirdieorBetterPercentage175200ya",2006
37,37,"Mark Wilson",79,14.96,35,234,"BirdieorBetterPercentage175200ya",2006
38,38,"Charley Hoffman",100,14.85,34,229,"BirdieorBetterPercentage175200ya",2006
39,39,"Len Mattiace",59,14.77,22,149,"BirdieorBetterPercentage175200ya",2006
40,40,"Billy Andrade",78,14.66,28,191,"BirdieorBetterPercentage175200ya",2006
41,41,"Eric Axley",91,14.6,33,226,"BirdieorBetterPercentage175200ya",2006
42,42,"Scott Verplank",88,14.58,35,240,"BirdieorBetterPercentage175200ya",2006
43,43,"Ryan Palmer",101,14.57,36,247,"BirdieorBetterPercentage175200ya",2006
43,43,"Brett Quigley",109,14.57,44,302,"BirdieorBetterPercentage175200ya",2006
45,45,"Trevor Immelman",86,14.49,31,214,"BirdieorBetterPercentage175200ya",2006
46,46,"Davis Love III",85,14.46,24,166,"BirdieorBetterPercentage175200ya",2006
47,47,"Ryan Moore",68,14.44,26,180,"BirdieorBetterPercentage175200ya",2006
48,48,"Stuart Appleby",83,14.43,29,201,"BirdieorBetterPercentage175200ya",2006
48,48,"David Toms",76,14.43,28,194,"BirdieorBetterPercentage175200ya",2006
50,50,"Steve Flesch",119,14.41,48,333,"BirdieorBetterPercentage175200ya",2006
51,51,"Bo Van Pelt",102,14.4,37,257,"BirdieorBetterPercentage175200ya",2006
52,52,"Jeff Sluman",101,14.39,39,271,"BirdieorBetterPercentage175200ya",2006
53,53,"Tom Pernice Jr",108,14.34,41,286,"BirdieorBetterPercentage175200ya",2006
54,54,"Brandt Jobe",91,14.29,31,217,"BirdieorBetterPercentage175200ya",2006
55,55,"Justin Rose",98,14.23,37,260,"BirdieorBetterPercentage175200ya",2006
56,56,"Paul Stankowski",70,14.2,25,176,"BirdieorBetterPercentage175200ya",2006
57,57,"Jerry Smith",94,14.07,37,263,"BirdieorBetterPercentage175200ya",2006
58,58,"Henrik Bjornstad",97,14.06,36,256,"BirdieorBetterPercentage175200ya",2006
59,59,"John Senden",96,14.05,34,242,"BirdieorBetterPercentage175200ya",2006
60,60,"Tommy Armour III",65,14.02,23,164,"BirdieorBetterPercentage175200ya",2006
61,61,"Sean OHair",100,13.94,29,208,"BirdieorBetterPercentage175200ya",2006
62,62,"John Daly",51,13.89,15,108,"BirdieorBetterPercentage175200ya",2006
63,63,"Brian Davis",92,13.73,35,255,"BirdieorBetterPercentage175200ya",2006
