"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2012","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2012","BirdieorBetterPercentage175200ya_PLAYERNAME_2012","BirdieorBetterPercentage175200ya_ROUNDS_2012","BirdieorBetterPercentage175200ya_Pct_2012","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2012","BirdieorBetterPercentage175200ya_TOTALHOLES_2012","stat_name","year"
1,1,"Rory McIlroy",60,23.44,30,128,"BirdieorBetterPercentage175200ya",2012
2,2,"Robert Garrigus",89,22.98,54,235,"BirdieorBetterPercentage175200ya",2012
3,3,"Bubba Watson",68,21.43,27,126,"BirdieorBetterPercentage175200ya",2012
4,4,"Dustin Johnson",70,20.26,31,153,"BirdieorBetterPercentage175200ya",2012
5,5,"Harrison Frazar",56,19.29,27,140,"BirdieorBetterPercentage175200ya",2012
6,6,"Adam Scott",59,19.23,25,130,"BirdieorBetterPercentage175200ya",2012
7,7,"Edward Loar",59,19.01,23,121,"BirdieorBetterPercentage175200ya",2012
8,8,"Scott Piercy",95,18.75,51,272,"BirdieorBetterPercentage175200ya",2012
9,9,"Phil Mickelson",79,18.44,33,179,"BirdieorBetterPercentage175200ya",2012
10,10,"Ryan Palmer",81,18.39,41,223,"BirdieorBetterPercentage175200ya",2012
11,11,"Ben Crane",73,18.37,36,196,"BirdieorBetterPercentage175200ya",2012
12,12,"JB Holmes",90,18.04,35,194,"BirdieorBetterPercentage175200ya",2012
13,13,"Steve Stricker",73,17.65,30,170,"BirdieorBetterPercentage175200ya",2012
14,14,"John Senden",81,17.62,40,227,"BirdieorBetterPercentage175200ya",2012
15,15,"Jason Day",57,17.45,26,149,"BirdieorBetterPercentage175200ya",2012
16,16,"Charl Schwartzel",56,17.27,24,139,"BirdieorBetterPercentage175200ya",2012
17,17,"Bo Van Pelt",84,16.99,35,206,"BirdieorBetterPercentage175200ya",2012
18,18,"Freddie Jacobson",61,16.67,23,138,"BirdieorBetterPercentage175200ya",2012
19,19,"Chris Kirk",93,16.44,48,292,"BirdieorBetterPercentage175200ya",2012
20,20,"Jason Dufner",83,16.41,32,195,"BirdieorBetterPercentage175200ya",2012
21,21,"Nick Watney",97,16.33,40,245,"BirdieorBetterPercentage175200ya",2012
22,22,"Rory Sabbatini",84,16.29,36,221,"BirdieorBetterPercentage175200ya",2012
23,23,"DA Points",88,16.27,48,295,"BirdieorBetterPercentage175200ya",2012
24,24,"Ian Poulter",57,16.24,19,117,"BirdieorBetterPercentage175200ya",2012
25,25,"Geoff Ogilvy",73,15.98,31,194,"BirdieorBetterPercentage175200ya",2012
26,26,"Luke Donald",63,15.9,31,195,"BirdieorBetterPercentage175200ya",2012
27,27,"Sergio Garcia",57,15.79,24,152,"BirdieorBetterPercentage175200ya",2012
27,27,"Padraig Harrington",67,15.79,27,171,"BirdieorBetterPercentage175200ya",2012
27,27,"Derek Lamely",64,15.79,30,190,"BirdieorBetterPercentage175200ya",2012
27,27,"Brandt Snedeker",81,15.79,36,228,"BirdieorBetterPercentage175200ya",2012
31,31,"Billy Horschel",63,15.65,23,147,"BirdieorBetterPercentage175200ya",2012
32,32,"Sangmoon Bae",81,15.61,32,205,"BirdieorBetterPercentage175200ya",2012
33,33,"John Mallinger",74,15.6,34,218,"BirdieorBetterPercentage175200ya",2012
34,34,"Ben Curtis",62,15.38,26,169,"BirdieorBetterPercentage175200ya",2012
35,35,"Keegan Bradley",90,15.35,31,202,"BirdieorBetterPercentage175200ya",2012
36,36,"Carl Pettersson",92,15.33,40,261,"BirdieorBetterPercentage175200ya",2012
37,37,"Scott Stallings",78,15.19,24,158,"BirdieorBetterPercentage175200ya",2012
38,38,"Roland Thatcher",55,15.13,18,119,"BirdieorBetterPercentage175200ya",2012
39,39,"Brandt Jobe",57,14.97,22,147,"BirdieorBetterPercentage175200ya",2012
40,40,"Johnson Wagner",88,14.94,39,261,"BirdieorBetterPercentage175200ya",2012
41,41,"Rickie Fowler",84,14.9,31,208,"BirdieorBetterPercentage175200ya",2012
42,42,"Mark Anderson",75,14.77,26,176,"BirdieorBetterPercentage175200ya",2012
42,42,"Graham DeLaet",79,14.77,35,237,"BirdieorBetterPercentage175200ya",2012
44,44,"Davis Love III",64,14.74,23,156,"BirdieorBetterPercentage175200ya",2012
45,45,"Richard Lee",71,14.66,28,191,"BirdieorBetterPercentage175200ya",2012
46,46,"Chad Campbell",84,14.57,37,254,"BirdieorBetterPercentage175200ya",2012
47,47,"Pat Perez",81,14.51,37,255,"BirdieorBetterPercentage175200ya",2012
48,48,"Graeme McDowell",55,14.5,19,131,"BirdieorBetterPercentage175200ya",2012
49,49,"YE Yang",64,14.47,23,159,"BirdieorBetterPercentage175200ya",2012
50,50,"Matt Every",80,14.42,30,208,"BirdieorBetterPercentage175200ya",2012
51,51,"Robert Karlsson",54,14.39,19,132,"BirdieorBetterPercentage175200ya",2012
52,52,"Gary Woodland",70,14.38,21,146,"BirdieorBetterPercentage175200ya",2012
53,53,"Aaron Baddeley",73,14.37,24,167,"BirdieorBetterPercentage175200ya",2012
54,54,"Brian Davis",91,14.18,37,261,"BirdieorBetterPercentage175200ya",2012
55,55,"Matt Jones",53,14.16,16,113,"BirdieorBetterPercentage175200ya",2012
56,56,"Andres Romero",68,14.13,26,184,"BirdieorBetterPercentage175200ya",2012
57,57,"James Driscoll",83,14.1,33,234,"BirdieorBetterPercentage175200ya",2012
58,58,"Jason Kokrak",79,14.08,29,206,"BirdieorBetterPercentage175200ya",2012
59,59,"Jhonattan Vegas",77,14.01,29,207,"BirdieorBetterPercentage175200ya",2012
60,60,"Jim Furyk",85,14,35,250,"BirdieorBetterPercentage175200ya",2012
61,61,"Henrik Stenson",51,13.99,20,143,"BirdieorBetterPercentage175200ya",2012
62,62,"Bud Cauley",99,13.85,41,296,"BirdieorBetterPercentage175200ya",2012
62,62,"Jerry Kelly",84,13.85,36,260,"BirdieorBetterPercentage175200ya",2012
64,64,"Tim Herron",88,13.83,35,253,"BirdieorBetterPercentage175200ya",2012
65,65,"Kyle Stanley",86,13.82,30,217,"BirdieorBetterPercentage175200ya",2012
66,66,"Brendon de Jonge",115,13.77,50,363,"BirdieorBetterPercentage175200ya",2012
67,67,"Bob Estes",78,13.73,35,255,"BirdieorBetterPercentage175200ya",2012
68,68,"Sung Kang",75,13.72,31,226,"BirdieorBetterPercentage175200ya",2012
69,69,"John Rollins",81,13.66,31,227,"BirdieorBetterPercentage175200ya",2012
70,70,"Vijay Singh",99,13.64,36,264,"BirdieorBetterPercentage175200ya",2012
71,71,"Nathan Green",73,13.61,26,191,"BirdieorBetterPercentage175200ya",2012
72,72,"Troy Kelly",68,13.55,21,155,"BirdieorBetterPercentage175200ya",2012
73,73,"Charlie Beljan",61,13.51,15,111,"BirdieorBetterPercentage175200ya",2012
74,74,"Ryan Moore",89,13.5,37,274,"BirdieorBetterPercentage175200ya",2012
75,75,"Michael Bradley",63,13.37,25,187,"BirdieorBetterPercentage175200ya",2012
76,76,"Zach Johnson",95,13.31,37,278,"BirdieorBetterPercentage175200ya",2012
77,77,"Hunter Haas",69,13.27,26,196,"BirdieorBetterPercentage175200ya",2012
78,78,"Garth Mulroy",59,13.24,18,136,"BirdieorBetterPercentage175200ya",2012
79,79,"Martin Laird",77,13.22,23,174,"BirdieorBetterPercentage175200ya",2012
80,80,"Greg Owen",90,13.17,32,243,"BirdieorBetterPercentage175200ya",2012
81,81,"Harris English",98,13.12,37,282,"BirdieorBetterPercentage175200ya",2012
82,82,"Matt Kuchar",86,13.1,30,229,"BirdieorBetterPercentage175200ya",2012
83,83,"Seung Yul Noh",105,13.09,39,298,"BirdieorBetterPercentage175200ya",2012
84,84,"Jeff Overton",101,13.02,41,315,"BirdieorBetterPercentage175200ya",2012
85,85,"Greg Chalmers",88,13.01,38,292,"BirdieorBetterPercentage175200ya",2012
86,86,"Michael Thompson",80,12.99,33,254,"BirdieorBetterPercentage175200ya",2012
87,87,"Bobby Gates",87,12.97,31,239,"BirdieorBetterPercentage175200ya",2012
88,88,"Nick OHern",78,12.93,34,263,"BirdieorBetterPercentage175200ya",2012
89,89,"Cameron Beckman",81,12.92,31,240,"BirdieorBetterPercentage175200ya",2012
89,89,"Chris Couch",61,12.92,23,178,"BirdieorBetterPercentage175200ya",2012
91,91,"Stewart Cink",71,12.89,25,194,"BirdieorBetterPercentage175200ya",2012
92,92,"Steve Wheatcroft",56,12.88,17,132,"BirdieorBetterPercentage175200ya",2012
93,93,"Justin Rose",69,12.87,26,202,"BirdieorBetterPercentage175200ya",2012
94,94,"KJ Choi",71,12.86,27,210,"BirdieorBetterPercentage175200ya",2012
94,94,"Tommy Gainey",98,12.86,36,280,"BirdieorBetterPercentage175200ya",2012
96,96,"Charles Howell III",98,12.81,31,242,"BirdieorBetterPercentage175200ya",2012
97,97,"Louis Oosthuizen",65,12.75,19,149,"BirdieorBetterPercentage175200ya",2012
98,98,"William McGirt",96,12.73,34,267,"BirdieorBetterPercentage175200ya",2012
99,99,"Ricky Barnes",92,12.71,37,291,"BirdieorBetterPercentage175200ya",2012
100,100,"Roberto Castro",92,12.7,31,244,"BirdieorBetterPercentage175200ya",2012
101,101,"Bill Haas",79,12.69,25,197,"BirdieorBetterPercentage175200ya",2012
102,102,"Tiger Woods",69,12.58,20,159,"BirdieorBetterPercentage175200ya",2012
103,103,"Kyle Reifers",86,12.55,29,231,"BirdieorBetterPercentage175200ya",2012
104,104,"Webb Simpson",77,12.5,25,200,"BirdieorBetterPercentage175200ya",2012
105,105,"Josh Teater",97,12.45,32,257,"BirdieorBetterPercentage175200ya",2012
106,106,"Jonas Blixt",72,12.44,28,225,"BirdieorBetterPercentage175200ya",2012
107,107,"John Daly",50,12.38,13,105,"BirdieorBetterPercentage175200ya",2012
108,108,"Kevin Chappell",91,12.3,30,244,"BirdieorBetterPercentage175200ya",2012
109,109,"Daniel Summerhays",81,12.28,28,228,"BirdieorBetterPercentage175200ya",2012
110,110,"Kevin Stadler",85,12.25,31,253,"BirdieorBetterPercentage175200ya",2012
111,111,"Matt Bettencourt",80,12.24,24,196,"BirdieorBetterPercentage175200ya",2012
112,112,"Dicky Pride",62,12.17,23,189,"BirdieorBetterPercentage175200ya",2012
113,113,"John Merrick",83,12.15,30,247,"BirdieorBetterPercentage175200ya",2012
114,114,"Martin Flores",95,12.11,31,256,"BirdieorBetterPercentage175200ya",2012
115,115,"David Hearn",95,12.04,36,299,"BirdieorBetterPercentage175200ya",2012
115,115,"Brendan Steele",77,12.04,26,216,"BirdieorBetterPercentage175200ya",2012
117,117,"Troy Matteson",100,11.97,34,284,"BirdieorBetterPercentage175200ya",2012
118,118,"Trevor Immelman",76,11.82,24,203,"BirdieorBetterPercentage175200ya",2012
119,119,"Erik Compton",81,11.79,23,195,"BirdieorBetterPercentage175200ya",2012
120,120,"Jason Bohn",81,11.76,28,238,"BirdieorBetterPercentage175200ya",2012
121,121,"Jimmy Walker",101,11.73,38,324,"BirdieorBetterPercentage175200ya",2012
122,122,"Daniel Chopra",55,11.63,15,129,"BirdieorBetterPercentage175200ya",2012
