"GIRPercentage150175yards_RANKTHISWEEK_2010","GIRPercentage150175yards_RANKLASTWEEK_2010","GIRPercentage150175yards_PLAYERNAME_2010","GIRPercentage150175yards_ROUNDS_2010","GIRPercentage150175yards_Pct_2010","GIRPercentage150175yards_GREENSHIT_2010","GIRPercentage150175yards_TOTALHOLES_2010","GIRPercentage150175yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Mark Wilson",87,76.09,210,276,-0.1,"GIRPercentage150175yards",2010
2,2,"Rocco Mediate",71,75.8,166,219,-0.15,"GIRPercentage150175yards",2010
3,3,"Bryce Molder",84,73.09,220,301,-0.17,"GIRPercentage150175yards",2010
4,4,"Ben Curtis",78,73.02,184,252,-0.2,"GIRPercentage150175yards",2010
5,5,"Roger Tambellini",77,72.77,163,224,-0.07,"GIRPercentage150175yards",2010
6,6,"Garrett Willis",82,72.22,195,270,-0.13,"GIRPercentage150175yards",2010
7,7,"Kenny Perry",69,72.17,153,212,-0.17,"GIRPercentage150175yards",2010
8,8,"Michael Bradley",77,71.78,173,241,-0.15,"GIRPercentage150175yards",2010
9,9,"Stephen Ames",75,71.54,191,267,-0.23,"GIRPercentage150175yards",2010
10,10,"Ricky Barnes",103,71.3,231,324,-0.14,"GIRPercentage150175yards",2010
11,11,"Jeff Quinney",91,71.08,204,287,-0.26,"GIRPercentage150175yards",2010
12,12,"Sean OHair",84,71.03,152,214,-0.16,"GIRPercentage150175yards",2010
13,13,"Troy Matteson",84,70.99,186,262,-0.11,"GIRPercentage150175yards",2010
14,14,"Steve Stricker",73,70.93,161,227,-0.17,"GIRPercentage150175yards",2010
15,15,"John Senden",103,70.87,236,333,-0.12,"GIRPercentage150175yards",2010
16,16,"DJ Trahan",92,70.77,230,325,-0.15,"GIRPercentage150175yards",2010
17,17,"Johnson Wagner",85,70.74,220,311,-0.16,"GIRPercentage150175yards",2010
18,18,"Kris Blanks",91,70.63,214,303,-0.09,"GIRPercentage150175yards",2010
19,19,"Vijay Singh",75,70.37,152,216,-0.16,"GIRPercentage150175yards",2010
20,20,"Brett Quigley",96,70.16,261,372,-0.18,"GIRPercentage150175yards",2010
21,21,"Spencer Levin",110,70.05,276,394,-0.24,"GIRPercentage150175yards",2010
22,22,"Henrik Bjornstad",72,69.75,166,238,-0.22,"GIRPercentage150175yards",2010
23,23,"Mathew Goggin",85,69.63,227,326,-0.13,"GIRPercentage150175yards",2010
24,24,"Paul Goydos",78,69.62,165,237,-0.19,"GIRPercentage150175yards",2010
25,25,"Brent Delahoussaye",57,69.61,142,204,-0.11,"GIRPercentage150175yards",2010
26,26,"Ernie Els",72,69.46,141,203,-0.13,"GIRPercentage150175yards",2010
27,27,"Freddie Jacobson",83,69.41,211,304,-0.18,"GIRPercentage150175yards",2010
28,28,"Davis Love III",79,69.34,199,287,-0.14,"GIRPercentage150175yards",2010
29,29,"James Nitties",92,69.3,219,316,-0.11,"GIRPercentage150175yards",2010
30,30,"Vaughn Taylor",87,69.23,216,312,-0.17,"GIRPercentage150175yards",2010
31,31,"Billy Mayfair",78,69.17,166,240,-0.09,"GIRPercentage150175yards",2010
31,31,"Chris Riley",73,69.17,166,240,-0.17,"GIRPercentage150175yards",2010
33,33,"Chad Campbell",95,69.09,219,317,-0.13,"GIRPercentage150175yards",2010
34,34,"Zach Johnson",93,69,187,271,-0.24,"GIRPercentage150175yards",2010
34,34,"Kevin Na",94,69,207,300,-0.25,"GIRPercentage150175yards",2010
36,36,"Trevor Immelman",55,68.98,129,187,-0.16,"GIRPercentage150175yards",2010
37,37,"Ben Crane",85,68.97,160,232,-0.17,"GIRPercentage150175yards",2010
38,38,"Richard Johnson",90,68.79,205,298,-0.13,"GIRPercentage150175yards",2010
38,38,"Justin Leonard",89,68.79,194,282,-0.16,"GIRPercentage150175yards",2010
40,40,"Chris Couch",66,68.72,145,211,-0.18,"GIRPercentage150175yards",2010
41,41,"Brendon de Jonge",114,68.7,237,345,-0.18,"GIRPercentage150175yards",2010
42,42,"Briny Baird",87,68.65,219,319,-0.14,"GIRPercentage150175yards",2010
43,43,"Matt Kuchar",97,68.52,185,270,-0.23,"GIRPercentage150175yards",2010
43,43,"Cameron Tringale",55,68.52,111,162,-0.15,"GIRPercentage150175yards",2010
45,45,"Greg Chalmers",93,68.49,213,311,-0.19,"GIRPercentage150175yards",2010
46,46,"Stewart Cink",84,68.48,189,276,-0.15,"GIRPercentage150175yards",2010
46,46,"Adam Scott",70,68.48,126,184,-0.16,"GIRPercentage150175yards",2010
48,48,"Luke Donald",71,68.33,123,180,-0.29,"GIRPercentage150175yards",2010
49,49,"Ryuji Imada",90,68.15,229,336,-0.23,"GIRPercentage150175yards",2010
50,50,"Brett Wetterich",54,68.14,139,204,-0.11,"GIRPercentage150175yards",2010
51,51,"Sergio Garcia",58,68,85,125,-0.11,"GIRPercentage150175yards",2010
52,52,"Omar Uresti",74,67.95,159,234,-0.12,"GIRPercentage150175yards",2010
53,53,"Will Ma Kenzie",72,67.92,180,265,-0.18,"GIRPercentage150175yards",2010
54,54,"Ryan Moore",80,67.86,152,224,-0.2,"GIRPercentage150175yards",2010
55,55,"Skip Kendall",58,67.72,128,189,-0.2,"GIRPercentage150175yards",2010
56,56,"David Duval",71,67.67,157,232,-0.16,"GIRPercentage150175yards",2010
57,57,"Garth Mulroy",53,67.59,98,145,-0.11,"GIRPercentage150175yards",2010
58,58,"Graham DeLaet",88,67.55,179,265,-0.15,"GIRPercentage150175yards",2010
59,59,"Aron Price",70,67.5,162,240,-0.2,"GIRPercentage150175yards",2010
60,60,"Pat Perez",90,67.4,215,319,-0.2,"GIRPercentage150175yards",2010
61,61,"Robert Allenby",76,67.36,163,242,-0.21,"GIRPercentage150175yards",2010
62,62,"Michael Sim",64,67.27,148,220,-0.22,"GIRPercentage150175yards",2010
63,63,"Chris Wilson",65,67.19,129,192,-0.09,"GIRPercentage150175yards",2010
64,64,"Robert Garrigus",71,67.12,149,222,-0.15,"GIRPercentage150175yards",2010
65,65,"Jeff Overton",89,67.07,165,246,-0.19,"GIRPercentage150175yards",2010
66,66,"JP Hayes",79,66.9,188,281,-0.13,"GIRPercentage150175yards",2010
67,67,"Alex Cejka",81,66.79,175,262,-0.12,"GIRPercentage150175yards",2010
68,68,"Paul Casey",64,66.67,116,174,-0.22,"GIRPercentage150175yards",2010
68,68,"Charles Warren",64,66.67,138,207,-0.12,"GIRPercentage150175yards",2010
70,70,"Kevin Sutherland",86,66.56,209,314,-0.13,"GIRPercentage150175yards",2010
71,71,"Jim Furyk",76,66.52,155,233,-0.15,"GIRPercentage150175yards",2010
72,72,"Geoff Ogilvy",62,66.48,117,176,-0.27,"GIRPercentage150175yards",2010
73,73,"Cliff Kresge",50,66.47,113,170,-0.12,"GIRPercentage150175yards",2010
74,74,"DA Points",90,66.45,204,307,-0.13,"GIRPercentage150175yards",2010
75,75,"Chris Stroud",90,66.41,174,262,-0.14,"GIRPercentage150175yards",2010
76,76,"Michael Connell",89,66.36,213,321,-0.2,"GIRPercentage150175yards",2010
77,77,"Jerry Kelly",99,66.35,209,315,-0.15,"GIRPercentage150175yards",2010
78,78,"Justin Rose",78,66.31,185,279,-0.18,"GIRPercentage150175yards",2010
79,79,"Michael Letzig",84,66.24,206,311,-0.19,"GIRPercentage150175yards",2010
80,80,"Tom Pernice Jr",74,66.23,153,231,-0.2,"GIRPercentage150175yards",2010
81,81,"KJ Choi",82,66.22,149,225,-0.22,"GIRPercentage150175yards",2010
82,82,"John Merrick",109,66.14,252,381,-0.11,"GIRPercentage150175yards",2010
83,83,"Joe Durant",67,66.07,148,224,-0.22,"GIRPercentage150175yards",2010
84,84,"Paul Stankowski",62,66.04,140,212,-0.1,"GIRPercentage150175yards",2010
85,85,"Jeev Milkha Singh",59,66.01,134,203,-0.14,"GIRPercentage150175yards",2010
86,86,"Tom Gillis",97,65.95,215,326,-0.2,"GIRPercentage150175yards",2010
87,87,"Cameron Percy",73,65.93,149,226,-0.19,"GIRPercentage150175yards",2010
87,87,"Tim Petrovic",105,65.93,240,364,-0.17,"GIRPercentage150175yards",2010
89,89,"Brian Gay",101,65.89,197,299,-0.17,"GIRPercentage150175yards",2010
90,90,"Cameron Beckman",68,65.88,168,255,-0.14,"GIRPercentage150175yards",2010
91,91,"Martin Laird",91,65.79,200,304,-0.18,"GIRPercentage150175yards",2010
92,92,"Chris Tidland",77,65.75,167,254,-0.14,"GIRPercentage150175yards",2010
93,93,"Tim Clark",88,65.73,163,248,-0.21,"GIRPercentage150175yards",2010
93,93,"Steve Lowery",67,65.73,140,213,-0.16,"GIRPercentage150175yards",2010
95,95,"Shaun Micheel",70,65.69,157,239,-0.21,"GIRPercentage150175yards",2010
96,96,"Josh Teater",101,65.68,245,373,-0.11,"GIRPercentage150175yards",2010
97,97,"Heath Slocum",97,65.66,174,265,-0.16,"GIRPercentage150175yards",2010
98,98,"Rickie Fowler",98,65.57,200,305,-0.21,"GIRPercentage150175yards",2010
99,99,"Steve Elkington",74,65.56,158,241,-0.21,"GIRPercentage150175yards",2010
100,100,"Tim Herron",79,65.4,172,263,-0.19,"GIRPercentage150175yards",2010
100,100,"Charley Hoffman",85,65.4,189,289,-0.22,"GIRPercentage150175yards",2010
102,102,"Brad Faxon",58,65.34,115,176,-0.18,"GIRPercentage150175yards",2010
103,103,"Scott Piercy",88,65.31,192,294,-0.13,"GIRPercentage150175yards",2010
104,104,"JJ Henry",92,65.26,216,331,-0.13,"GIRPercentage150175yards",2010
105,105,"Jeff Gove",57,65.22,120,184,-0.18,"GIRPercentage150175yards",2010
106,106,"Steve Marino",81,65.2,148,227,-0.2,"GIRPercentage150175yards",2010
107,107,"Bob Estes",79,65.17,189,290,-0.11,"GIRPercentage150175yards",2010
108,108,"Andrew McLardy",52,65.16,101,155,-0.08,"GIRPercentage150175yards",2010
109,109,"Nick Watney",91,65.15,157,241,-0.12,"GIRPercentage150175yards",2010
110,110,"Roland Thatcher",72,65.11,181,278,-0.12,"GIRPercentage150175yards",2010
111,111,"James Driscoll",78,65.09,179,275,-0.19,"GIRPercentage150175yards",2010
112,112,"Andres Romero",73,65.06,175,269,-0.14,"GIRPercentage150175yards",2010
113,113,"Dustin Johnson",83,64.89,146,225,-0.21,"GIRPercentage150175yards",2010
114,114,"Boo Weekley",88,64.77,182,281,-0.15,"GIRPercentage150175yards",2010
115,115,"Lucas Glover",75,64.73,145,224,-0.16,"GIRPercentage150175yards",2010
116,116,"Jay Williamson",76,64.66,161,249,-0.15,"GIRPercentage150175yards",2010
117,117,"Chris DiMarco",88,64.55,193,299,-0.14,"GIRPercentage150175yards",2010
117,117,"YE Yang",72,64.55,142,220,-0.21,"GIRPercentage150175yards",2010
119,119,"Kevin Streelman",90,64.48,187,290,-0.19,"GIRPercentage150175yards",2010
120,120,"Rory Sabbatini",79,64.4,161,250,-0.17,"GIRPercentage150175yards",2010
121,121,"Brian Stuard",81,64.38,197,306,-0.12,"GIRPercentage150175yards",2010
122,122,"John Rollins",81,64.33,193,300,-0.18,"GIRPercentage150175yards",2010
123,123,"Hunter Mahan",85,64.26,160,249,-0.22,"GIRPercentage150175yards",2010
124,124,"Jimmy Walker",82,64.23,176,274,-0.22,"GIRPercentage150175yards",2010
125,125,"Lee Janzen",77,64.14,195,304,-0.13,"GIRPercentage150175yards",2010
126,126,"David Toms",86,64.1,175,273,-0.19,"GIRPercentage150175yards",2010
127,127,"Jason Dufner",87,64.06,164,256,-0.13,"GIRPercentage150175yards",2010
128,128,"Jonathan Byrd",85,63.88,214,335,-0.16,"GIRPercentage150175yards",2010
129,129,"Kevin Stadler",86,63.77,169,265,-0.21,"GIRPercentage150175yards",2010
130,130,"Marc Leishman",87,63.73,181,284,-0.21,"GIRPercentage150175yards",2010
130,130,"Ted Purdy",86,63.73,181,284,-0.14,"GIRPercentage150175yards",2010
132,132,"Webb Simpson",98,63.71,237,372,-0.21,"GIRPercentage150175yards",2010
133,133,"Carl Pettersson",99,63.66,212,333,-0.25,"GIRPercentage150175yards",2010
134,134,"Charlie Wi",95,63.56,239,376,-0.27,"GIRPercentage150175yards",2010
135,135,"Scott Verplank",74,63.46,132,208,-0.15,"GIRPercentage150175yards",2010
136,136,"Blake Adams",84,63.45,184,290,-0.2,"GIRPercentage150175yards",2010
137,137,"Ryan Palmer",84,63.35,159,251,-0.23,"GIRPercentage150175yards",2010
138,138,"Bill Haas",87,63.3,188,297,-0.13,"GIRPercentage150175yards",2010
139,139,"Retief Goosen",75,63.21,134,212,-0.18,"GIRPercentage150175yards",2010
140,140,"Chad Collins",87,63.09,188,298,-0.16,"GIRPercentage150175yards",2010
141,141,"Mike Weir",59,62.96,85,135,-0.22,"GIRPercentage150175yards",2010
141,141,"Dean Wilson",54,62.96,119,189,-0.23,"GIRPercentage150175yards",2010
143,143,"Charles Howell III",103,62.86,220,350,-0.16,"GIRPercentage150175yards",2010
143,143,"Scott McCarron",90,62.86,198,315,-0.17,"GIRPercentage150175yards",2010
145,145,"Phil Mickelson",76,62.7,116,185,-0.16,"GIRPercentage150175yards",2010
146,146,"Jeff Maggert",76,62.65,161,257,-0.18,"GIRPercentage150175yards",2010
147,147,"Steve Wheatcroft",74,62.5,140,224,-0.16,"GIRPercentage150175yards",2010
148,148,"Bo Van Pelt",104,62.46,223,357,-0.17,"GIRPercentage150175yards",2010
149,149,"Camilo Villegas",78,62.13,146,235,-0.14,"GIRPercentage150175yards",2010
150,150,"Rich Barcelo",70,62.04,134,216,-0.14,"GIRPercentage150175yards",2010
151,151,"Woody Austin",93,61.96,202,326,-0.16,"GIRPercentage150175yards",2010
152,152,"Troy Merritt",86,61.9,182,294,-0.15,"GIRPercentage150175yards",2010
153,153,"Alex Prugh",88,61.84,175,283,-0.21,"GIRPercentage150175yards",2010
154,154,"Brian Davis",101,61.82,217,351,-0.17,"GIRPercentage150175yards",2010
155,155,"Craig Bowden",56,61.73,100,162,-0.24,"GIRPercentage150175yards",2010
156,156,"Nathan Green",86,61.71,195,316,-0.21,"GIRPercentage150175yards",2010
157,157,"Martin Flores",75,61.7,145,235,-0.08,"GIRPercentage150175yards",2010
158,158,"Brenden Pappas",66,61.69,124,201,-0.21,"GIRPercentage150175yards",2010
159,159,"Bubba Watson",77,61.6,146,237,-0.11,"GIRPercentage150175yards",2010
160,160,"Jason Bohn",84,61.48,166,270,-0.23,"GIRPercentage150175yards",2010
161,161,"Rod Pampling",77,61.32,176,287,-0.13,"GIRPercentage150175yards",2010
162,162,"Mathias Gronberg",61,61.29,114,186,-0.1,"GIRPercentage150175yards",2010
163,163,"John Mallinger",78,60.91,148,243,-0.14,"GIRPercentage150175yards",2010
